"","id","school","sex","age","address"
"292",292,"GP","M",17,"U"
"293",293,"GP","M",17,"U"
"294",294,"GP","M",17,"U"
"295",295,"GP","M",17,"U"
"296",296,"GP","M",17,"U"
"297",297,"GP","M",17,"U"
"298",298,"GP","M",17,"U"
"299",299,"GP","M",17,"U"
"300",300,"GP","M",17,"U"
"301",301,"GP","M",17,"U"
"302",302,"GP","M",17,"U"
"303",303,"GP","M",17,"U"
"304",304,"GP","M",17,"U"
"305",305,"GP","M",18,"R"
"306",306,"GP","M",18,"R"
"307",307,"GP","M",18,"R"
"308",308,"GP","M",18,"R"
"309",309,"GP","M",18,"R"
"310",310,"GP","M",18,"U"
"311",311,"GP","M",18,"U"
"312",312,"GP","M",18,"U"
"313",313,"GP","M",18,"U"
"314",314,"GP","M",18,"U"
"315",315,"GP","M",18,"U"
"316",316,"GP","M",18,"U"
"317",317,"GP","M",18,"U"
"318",318,"GP","M",18,"U"
"319",319,"GP","M",18,"U"
"320",320,"GP","M",18,"U"
"321",321,"GP","M",18,"U"
"322",322,"GP","M",18,"U"
"323",323,"GP","M",18,"U"
"324",324,"GP","M",18,"U"
"325",325,"GP","M",18,"U"
"326",326,"GP","M",18,"U"
"327",327,"GP","M",18,"U"
"328",328,"GP","M",18,"U"
"329",329,"GP","M",18,"U"
"330",330,"GP","M",18,"U"
"331",331,"GP","M",18,"U"
"332",332,"GP","M",19,"R"
"333",333,"GP","M",19,"U"
"334",334,"GP","M",19,"U"
"335",335,"GP","M",20,"U"
"336",336,"GP","M",22,"U"
"337",337,"MS","F",17,"R"
"338",338,"MS","F",17,"R"
"339",339,"MS","F",17,"R"
"340",340,"MS","F",17,"R"
"341",341,"MS","F",17,"R"
"342",342,"MS","F",17,"U"
"343",343,"MS","F",17,"U"
"344",344,"MS","F",17,"U"
"345",345,"MS","F",18,"R"
"346",346,"MS","F",18,"R"
"347",347,"MS","F",18,"R"
"348",348,"MS","F",18,"R"
"349",349,"MS","F",18,"R"
"350",350,"MS","F",18,"R"
"351",351,"MS","F",18,"U"
"352",352,"MS","F",18,"U"
"353",353,"MS","F",18,"U"
"354",354,"MS","F",18,"U"
"355",355,"MS","F",18,"U"
"356",356,"MS","F",18,"U"
"357",357,"MS","F",18,"U"
"358",358,"MS","F",18,"U"
"359",359,"MS","F",19,"R"
"360",360,"MS","M",17,"R"
"361",361,"MS","M",17,"U"
"362",362,"MS","M",17,"U"
"363",363,"MS","M",17,"U"
"364",364,"MS","M",18,"R"
"365",365,"MS","M",18,"R"
"366",366,"MS","M",18,"R"
"367",367,"MS","M",18,"R"
"368",368,"MS","M",18,"R"
"369",369,"MS","M",18,"R"
"370",370,"MS","M",18,"U"
"371",371,"MS","M",18,"U"
"372",372,"MS","M",18,"U"
"373",373,"MS","M",18,"U"
"374",374,"MS","M",19,"R"
"375",375,"MS","M",19,"R"
"376",376,"MS","M",19,"R"
