"","school","sex","age","address","G1","G2","G3"
"213","GP","F",17,"R",11,11,10
"214","GP","F",17,"R",11,11,11
"215","GP","F",17,"R",18,19,19
"216","GP","F",17,"R",18,18,18
"217","GP","F",17,"R",12,11,11
"218","GP","F",17,"R",8,10,10
"219","GP","F",17,"U",15,15,16
"220","GP","F",17,"U",12,10,12
"221","GP","F",17,"U",10,12,14
"222","GP","F",17,"U",9,8,0
"223","GP","F",17,"U",8,7,9
"224","GP","F",17,"U",12,13,14
"225","GP","F",17,"U",15,14,17
"226","GP","F",17,"U",13,13,13
"227","GP","F",17,"U",10,13,13
"228","GP","F",17,"U",6,5,6
"229","GP","F",17,"U",9,11,11
"230","GP","F",17,"U",5,5,6
"231","GP","F",17,"U",10,9,10
"232","GP","F",17,"U",12,12,12
"233","GP","F",17,"U",6,5,0
"234","GP","F",17,"U",8,8,9
"235","GP","F",17,"U",12,11,12
"236","GP","F",17,"U",14,15,15
"237","GP","F",17,"U",9,9,10
"238","GP","F",17,"U",11,10,11
"239","GP","F",17,"U",13,13,14
"240","GP","F",17,"U",13,12,12
"241","GP","F",17,"U",12,15,15
"242","GP","F",17,"U",12,16,16
"243","GP","F",17,"U",12,12,13
"244","GP","F",17,"U",9,10,10
"245","GP","F",17,"U",10,9,11
"246","GP","F",17,"U",12,12,14
"247","GP","F",17,"U",14,13,13
"248","GP","F",17,"U",11,9,9
"249","GP","F",17,"U",13,15,15
"250","GP","F",17,"U",13,17,17
"251","GP","F",17,"U",12,13,13
"252","GP","F",17,"U",7,7,8
"253","GP","F",17,"U",11,12,14
"254","GP","F",17,"U",15,16,16
"255","GP","F",17,"U",10,10,10
"256","GP","F",17,"U",16,17,17
"257","GP","F",17,"U",17,18,17
"258","GP","F",17,"U",10,13,13
"259","GP","F",17,"U",17,18,17
"260","GP","F",17,"U",12,14,15
"261","GP","F",17,"U",18,18,18
"262","GP","F",17,"U",17,17,18
"263","GP","F",17,"U",14,14,15
"264","GP","F",17,"U",17,18,17
"265","GP","F",17,"U",16,15,15
"266","GP","F",17,"U",12,13,15
"267","GP","F",17,"U",7,8,0
"268","GP","F",17,"U",11,12,11
"269","GP","F",17,"U",15,12,13
"270","GP","F",17,"U",10,9,9
"271","GP","F",17,"U",11,11,11
"272","GP","F",17,"U",8,9,8
"273","GP","F",17,"U",10,9,9
"274","GP","F",17,"U",11,13,14
"275","GP","F",17,"U",16,15,15
"276","GP","F",17,"U",16,16,16
"277","GP","F",17,"U",15,12,14
"278","GP","F",17,"U",11,12,13
"279","GP","F",17,"U",13,15,15
"280","GP","F",17,"U",17,18,18
"281","GP","F",17,"U",15,15,15
"282","GP","F",17,"U",11,9,10
"283","GP","F",17,"U",6,6,4
"284","GP","F",17,"U",14,15,17
"285","GP","F",17,"U",11,11,12
"286","GP","F",17,"U",13,13,13
"287","GP","F",17,"U",18,18,18
"288","GP","F",17,"U",14,15,16
"289","GP","F",17,"U",11,11,12
"290","GP","F",17,"U",13,12,13
"291","GP","F",17,"U",10,9,9
"292","GP","F",17,"U",15,14,15
"293","GP","F",17,"U",14,14,14
"294","GP","F",17,"U",11,10,11
"295","GP","F",17,"U",11,9,10
"296","GP","F",17,"U",12,12,13
"297","GP","F",17,"U",15,14,14
"298","GP","F",17,"U",14,14,15
"299","GP","F",17,"U",16,15,15
"300","GP","F",17,"U",11,10,10
"301","GP","F",17,"U",11,12,14
"302","GP","F",17,"U",13,12,12
"303","GP","F",17,"U",10,13,12
"304","GP","F",17,"U",12,12,12
"305","GP","F",17,"U",12,12,12
"306","GP","F",17,"U",10,11,12
"307","GP","F",17,"U",10,9,0
"308","GP","F",17,"U",14,15,15
"309","GP","F",17,"U",14,15,16
"310","GP","F",17,"U",14,16,15
"311","GP","F",17,"U",14,15,15
"312","GP","F",17,"U",14,13,14
"313","GP","F",17,"U",9,9,8
"314","GP","F",17,"U",14,15,17
"315","GP","F",17,"U",14,12,13
"316","GP","F",17,"U",14,12,12
"317","GP","F",17,"U",13,13,14
"318","GP","F",18,"R",12,9,10
"319","GP","F",18,"R",10,9,9
"320","GP","F",18,"R",9,8,10
"321","GP","F",18,"R",11,10,11
"322","GP","F",18,"R",6,0,0
"323","GP","F",18,"R",8,9,10
"324","GP","F",18,"R",10,9,0
"325","GP","F",18,"R",14,13,14
"326","GP","F",18,"R",11,11,13
"327","GP","F",18,"R",8,8,8
"328","GP","F",18,"R",9,8,7
"329","GP","F",18,"R",10,11,12
"330","GP","F",18,"R",12,10,11
"331","GP","F",18,"R",17,17,18
"332","GP","F",18,"R",12,12,12
"333","GP","F",18,"U",12,11,11
"334","GP","F",18,"U",0,11,11
"335","GP","F",18,"U",5,6,6
"336","GP","F",18,"U",12,13,13
"337","GP","F",18,"U",8,9,10
"338","GP","F",18,"U",14,14,14
"339","GP","F",18,"U",10,10,11
"340","GP","F",18,"U",12,10,11
"341","GP","F",18,"U",7,0,0
"342","GP","F",18,"U",14,14,15
"343","GP","F",18,"U",12,13,14
"344","GP","F",18,"U",12,12,15
"345","GP","F",18,"U",8,8,0
"346","GP","F",18,"U",10,9,8
"347","GP","F",18,"U",18,18,18
"348","GP","F",18,"U",18,18,19
"349","GP","F",18,"U",10,9,10
"350","GP","F",18,"U",11,12,13
"351","GP","F",18,"U",9,10,0
"352","GP","F",18,"U",10,10,10
"353","GP","F",18,"U",11,12,14
"354","GP","F",18,"U",11,10,10
"355","GP","F",18,"U",16,16,16
"356","GP","F",18,"U",15,14,14
"357","GP","F",18,"U",14,12,12
"358","GP","F",18,"U",14,17,17
"359","GP","F",18,"U",14,16,17
"360","GP","F",18,"U",13,13,14
"361","GP","F",18,"U",10,13,13
"362","GP","F",18,"U",11,12,14
"363","GP","F",18,"U",8,7,7
"364","GP","F",18,"U",7,0,0
"365","GP","F",18,"U",10,11,12
"366","GP","F",18,"U",11,12,14
"367","GP","F",18,"U",14,15,17
"368","GP","F",18,"U",9,10,9
"369","GP","F",18,"U",16,17,17
"370","GP","F",18,"U",14,13,14
"371","GP","F",18,"U",15,15,15
"372","GP","F",18,"U",17,18,18
"373","GP","F",18,"U",14,12,13
"374","GP","F",18,"U",9,8,8
"375","GP","F",18,"U",12,11,13
"376","GP","F",18,"U",11,11,11
"377","GP","F",18,"U",12,12,13
"378","GP","F",18,"U",14,17,17
"379","GP","F",18,"U",10,10,10
"380","GP","F",18,"U",12,10,11
"381","GP","F",18,"U",14,15,15
"382","GP","F",18,"U",11,12,14
"383","GP","F",18,"U",13,13,13
"384","GP","F",18,"U",11,11,11
"385","GP","F",18,"U",12,12,13
"386","GP","F",18,"U",9,8,10
"387","GP","F",18,"U",8,8,0
"388","GP","F",18,"U",10,9,12
"389","GP","F",18,"U",14,14,15
"390","GP","F",18,"U",16,15,17
"391","GP","F",18,"U",14,17,17
"392","GP","F",18,"U",12,12,15
"393","GP","F",18,"U",13,14,14
"394","GP","F",18,"U",10,8,8
"395","GP","F",19,"R",14,13,13
"396","GP","F",19,"R",13,11,11
"397","GP","F",19,"R",9,8,10
"398","GP","F",19,"U",9,10,11
"399","GP","F",19,"U",7,8,9
"400","GP","F",19,"U",15,13,13
"401","GP","F",19,"U",10,10,11
"402","GP","F",19,"U",14,12,13
"403","GP","F",19,"U",11,12,11
"404","GP","F",19,"U",10,10,11
"405","GP","F",19,"U",12,12,12
"406","GP","F",19,"U",8,8,8
"407","GP","F",19,"U",11,12,12
"408","GP","F",19,"U",9,9,9
"409","GP","F",19,"U",14,13,13
"410","GP","F",19,"U",10,9,0
"411","GP","F",19,"U",9,10,11
"412","GP","F",19,"U",8,8,9
"413","GP","F",19,"U",10,11,11
"414","GP","F",19,"U",12,10,10
"415","GP","F",19,"U",9,9,0
"416","GP","F",19,"U",13,10,11
"417","GP","F",20,"R",11,15,15
"418","GP","F",20,"R",10,12,12
"419","GP","F",20,"U",8,10,10
"420","GP","F",21,"U",9,12,12
"421","GP","M",15,"R",10,9,10
"422","GP","M",15,"R",9,9,9
"423","GP","M",15,"R",7,8,8
"424","GP","M",15,"R",11,8,8
"425","GP","M",15,"R",5,9,7
"426","GP","M",15,"R",9,0,0
"427","GP","M",15,"R",12,11,11
"428","GP","M",15,"R",13,14,15
"429","GP","M",15,"R",17,16,16
"430","GP","M",15,"R",12,10,11
"431","GP","M",15,"R",10,13,13
"432","GP","M",15,"U",14,14,15
"433","GP","M",15,"U",14,16,16
"434","GP","M",15,"U",16,16,16
"435","GP","M",15,"U",16,18,18
"436","GP","M",15,"U",11,12,12
"437","GP","M",15,"U",13,13,12
"438","GP","M",15,"U",11,12,12
"439","GP","M",15,"U",12,12,11
"440","GP","M",15,"U",8,8,11
"441","GP","M",15,"U",9,10,10
"442","GP","M",15,"U",14,13,13
"443","GP","M",15,"U",16,14,15
"444","GP","M",15,"U",10,9,9
"445","GP","M",15,"U",11,10,11
"446","GP","M",15,"U",11,11,12
"447","GP","M",15,"U",10,12,12
"448","GP","M",15,"U",12,12,13
"449","GP","M",15,"U",14,15,15
"450","GP","M",15,"U",14,13,14
"451","GP","M",15,"U",14,13,13
"452","GP","M",15,"U",13,13,12
"453","GP","M",15,"U",9,9,9
"454","GP","M",15,"U",12,11,11
"455","GP","M",15,"U",11,11,10
"456","GP","M",15,"U",11,11,11
"457","GP","M",15,"U",15,16,15
"458","GP","M",15,"U",10,10,10
"459","GP","M",15,"U",11,9,10
"460","GP","M",15,"U",11,12,13
"461","GP","M",15,"U",15,15,14
"462","GP","M",15,"U",12,12,13
"463","GP","M",15,"U",10,10,11
"464","GP","M",15,"U",11,11,11
"465","GP","M",15,"U",9,9,10
"466","GP","M",15,"U",12,13,14
"467","GP","M",15,"U",13,14,15
"468","GP","M",15,"U",7,9,0
"469","GP","M",15,"U",9,11,11
"470","GP","M",15,"U",11,12,12
"471","GP","M",15,"U",12,15,15
"472","GP","M",15,"U",9,11,12
"473","GP","M",15,"U",10,11,11
"474","GP","M",15,"U",11,13,14
"475","GP","M",15,"U",16,15,16
"476","GP","M",15,"U",10,13,14
"477","GP","M",15,"U",12,13,12
"478","GP","M",15,"U",17,16,17
"479","GP","M",15,"U",15,15,15
"480","GP","M",15,"U",14,15,15
"481","GP","M",15,"U",19,18,18
"482","GP","M",15,"U",14,15,15
"483","GP","M",15,"U",15,15,16
"484","GP","M",15,"U",12,11,11
"485","GP","M",15,"U",8,9,10
"486","GP","M",15,"U",15,16,17
"487","GP","M",15,"U",16,18,19
"488","GP","M",15,"U",10,9,9
"489","GP","M",15,"U",11,11,10
"490","GP","M",15,"U",13,14,14
"491","GP","M",15,"U",18,19,19
"492","GP","M",15,"U",14,13,14
"493","GP","M",15,"U",9,10,9
"494","GP","M",15,"U",8,9,10
"495","GP","M",15,"U",11,12,12
"496","GP","M",15,"U",11,13,14
"497","GP","M",15,"U",13,12,13
"498","GP","M",15,"U",15,15,15
"499","GP","M",15,"U",8,10,12
"500","GP","M",15,"U",13,12,12
"501","GP","M",15,"U",18,17,18
"502","GP","M",15,"U",18,19,19
"503","GP","M",15,"U",14,14,14
"504","GP","M",15,"U",15,16,18
"505","GP","M",15,"U",12,13,12
"506","GP","M",15,"U",14,14,14
"507","GP","M",15,"U",10,11,11
"508","GP","M",15,"U",12,12,12
"509","GP","M",16,"R",13,13,13
"510","GP","M",16,"R",15,16,15
"511","GP","M",16,"R",8,9,8
"512","GP","M",16,"R",14,13,12
"513","GP","M",16,"R",17,15,15
"514","GP","M",16,"R",12,10,11
"515","GP","M",16,"R",11,10,10
"516","GP","M",16,"R",8,9,10
"517","GP","M",16,"R",10,9,11
"518","GP","M",16,"R",10,8,9
"519","GP","M",16,"R",11,15,15
"520","GP","M",16,"R",9,11,11
"521","GP","M",16,"R",14,14,15
"522","GP","M",16,"R",18,18,18
"523","GP","M",16,"R",10,11,12
"524","GP","M",16,"R",9,9,10
"525","GP","M",16,"U",11,12,11
"526","GP","M",16,"U",13,15,15
"527","GP","M",16,"U",16,17,18
"528","GP","M",16,"U",13,15,16
"529","GP","M",16,"U",10,9,11
"530","GP","M",16,"U",11,12,11
"531","GP","M",16,"U",9,8,8
"532","GP","M",16,"U",9,9,11
"533","GP","M",16,"U",18,18,18
"534","GP","M",16,"U",15,16,16
"535","GP","M",16,"U",9,10,11
"536","GP","M",16,"U",10,10,10
"537","GP","M",16,"U",12,10,11
"538","GP","M",16,"U",11,10,10
"539","GP","M",16,"U",13,12,13
"540","GP","M",16,"U",13,12,12
"541","GP","M",16,"U",13,14,14
"542","GP","M",16,"U",13,11,11
"543","GP","M",16,"U",13,15,15
"544","GP","M",16,"U",13,13,14
"545","GP","M",16,"U",12,12,14
"546","GP","M",16,"U",12,12,12
"547","GP","M",16,"U",11,9,10
"548","GP","M",16,"U",12,12,12
"549","GP","M",16,"U",12,14,15
"550","GP","M",16,"U",12,11,12
"551","GP","M",16,"U",7,10,10
"552","GP","M",16,"U",9,11,10
"553","GP","M",16,"U",10,10,1
"554","GP","M",16,"U",10,12,12
"555","GP","M",16,"U",13,14,13
"556","GP","M",16,"U",14,14,15
"557","GP","M",16,"U",16,18,18
"558","GP","M",16,"U",13,14,14
"559","GP","M",16,"U",11,12,13
"560","GP","M",16,"U",12,13,12
"561","GP","M",16,"U",9,9,10
"562","GP","M",16,"U",6,5,0
"563","GP","M",16,"U",17,17,17
"564","GP","M",16,"U",19,19,20
"565","GP","M",16,"U",11,10,11
"566","GP","M",16,"U",9,8,8
"567","GP","M",16,"U",12,13,13
"568","GP","M",16,"U",14,11,13
"569","GP","M",16,"U",13,13,14
"570","GP","M",16,"U",14,13,13
"571","GP","M",16,"U",13,12,12
"572","GP","M",16,"U",14,15,15
"573","GP","M",16,"U",15,13,13
"574","GP","M",16,"U",9,9,8
"575","GP","M",16,"U",7,7,5
"576","GP","M",16,"U",16,16,16
"577","GP","M",16,"U",16,17,17
"578","GP","M",16,"U",15,15,16
"579","GP","M",16,"U",16,14,14
"580","GP","M",16,"U",7,6,0
"581","GP","M",16,"U",9,9,8
"582","GP","M",16,"U",12,11,12
"583","GP","M",16,"U",10,12,11
"584","GP","M",16,"U",11,11,11
"585","GP","M",16,"U",12,12,13
"586","GP","M",16,"U",9,9,10
"587","GP","M",16,"U",8,6,7
"588","GP","M",16,"U",9,9,9
"589","GP","M",16,"U",9,7,6
"590","GP","M",16,"U",14,12,12
"591","GP","M",16,"U",10,10,10
"592","GP","M",16,"U",9,8,10
"593","GP","M",16,"U",7,0,0
"594","GP","M",16,"U",9,10,10
"595","GP","M",16,"U",12,13,14
"596","GP","M",16,"U",13,14,16
"597","GP","M",16,"U",15,15,15
"598","GP","M",16,"U",12,12,11
"599","GP","M",16,"U",13,12,13
"600","GP","M",16,"U",13,13,12
"601","GP","M",16,"U",10,10,10
"602","GP","M",16,"U",12,11,11
"603","GP","M",16,"U",9,9,9
"604","GP","M",16,"U",12,13,14
"605","GP","M",16,"U",15,15,16
"606","GP","M",16,"U",12,12,12
"607","GP","M",16,"U",8,10,10
"608","GP","M",16,"U",12,12,13
"609","GP","M",16,"U",15,15,15
"610","GP","M",16,"U",6,0,0
"611","GP","M",16,"U",14,14,15
"612","GP","M",17,"R",13,14,15
"613","GP","M",17,"R",16,17,18
"614","GP","M",17,"R",15,14,14
"615","GP","M",17,"R",8,9,10
"616","GP","M",17,"R",9,9,10
"617","GP","M",17,"R",12,11,11
"618","GP","M",17,"R",9,7,8
"619","GP","M",17,"R",8,12,12
"620","GP","M",17,"R",12,12,13
"621","GP","M",17,"R",12,13,13
"622","GP","M",17,"R",11,11,11
"623","GP","M",17,"R",9,10,10
"624","GP","M",17,"R",11,10,10
"625","GP","M",17,"R",11,10,10
"626","GP","M",17,"R",7,6,8
"627","GP","M",17,"R",10,0,0
"628","GP","M",17,"R",10,9,10
"629","GP","M",17,"R",12,12,12
"630","GP","M",17,"R",10,11,12
"631","GP","M",17,"R",8,8,8
"632","GP","M",17,"R",5,8,7
"633","GP","M",17,"R",16,12,13
"634","GP","M",17,"R",9,8,10
"635","GP","M",17,"R",8,8,9
"636","GP","M",17,"R",7,6,0
"637","GP","M",17,"U",12,12,12
"638","GP","M",17,"U",12,10,11
"639","GP","M",17,"U",10,11,12
"640","GP","M",17,"U",7,8,8
"641","GP","M",17,"U",10,10,10
"642","GP","M",17,"U",9,7,6
"643","GP","M",17,"U",5,0,0
"644","GP","M",17,"U",9,9,10
"645","GP","M",17,"U",8,8,10
"646","GP","M",17,"U",8,8,9
"647","GP","M",17,"U",9,12,13
"648","GP","M",17,"U",12,12,13
"649","GP","M",17,"U",11,11,14
"650","GP","M",17,"U",9,9,10
"651","GP","M",17,"U",6,5,5
"652","GP","M",17,"U",8,8,7
"653","GP","M",17,"U",8,7,8
"654","GP","M",17,"U",14,15,15
"655","GP","M",17,"U",14,12,11
"656","GP","M",17,"U",6,5,6
"657","GP","M",17,"U",11,9,10
"658","GP","M",17,"U",17,18,17
"659","GP","M",17,"U",14,15,16
"660","GP","M",17,"U",11,13,14
"661","GP","M",17,"U",12,12,11
"662","GP","M",17,"U",10,10,11
"663","GP","M",17,"U",11,11,13
"664","GP","M",17,"U",13,13,14
"665","GP","M",17,"U",17,15,16
"666","GP","M",17,"U",10,8,9
"667","GP","M",17,"U",13,13,13
"668","GP","M",17,"U",11,9,9
"669","GP","M",17,"U",16,18,18
"670","GP","M",17,"U",13,13,13
"671","GP","M",17,"U",11,9,10
"672","GP","M",17,"U",11,11,10
"673","GP","M",17,"U",8,8,8
"674","GP","M",17,"U",12,15,15
"675","GP","M",17,"U",9,10,10
"676","GP","M",17,"U",7,9,8
"677","GP","M",17,"U",16,16,16
"678","GP","M",17,"U",14,13,13
"679","GP","M",17,"U",10,11,11
"680","GP","M",17,"U",12,11,12
"681","GP","M",17,"U",15,15,15
"682","GP","M",17,"U",12,12,12
"683","GP","M",17,"U",10,11,11
"684","GP","M",17,"U",10,9,9
"685","GP","M",17,"U",12,13,13
"686","GP","M",17,"U",11,11,10
"687","GP","M",17,"U",13,12,12
"688","GP","M",17,"U",12,12,13
"689","GP","M",17,"U",11,9,10
"690","GP","M",17,"U",13,11,10
"691","GP","M",18,"R",7,4,0
"692","GP","M",18,"R",13,14,14
"693","GP","M",18,"R",13,12,12
"694","GP","M",18,"R",10,11,12
"695","GP","M",18,"R",15,14,17
"696","GP","M",18,"R",16,15,16
"697","GP","M",18,"R",15,16,16
"698","GP","M",18,"R",17,17,17
"699","GP","M",18,"R",14,15,15
"700","GP","M",18,"R",14,13,14
"701","GP","M",18,"R",10,9,10
"702","GP","M",18,"R",3,5,5
"703","GP","M",18,"U",10,10,11
"704","GP","M",18,"U",16,16,16
"705","GP","M",18,"U",15,14,14
"706","GP","M",18,"U",6,9,8
"707","GP","M",18,"U",7,8,6
"708","GP","M",18,"U",14,15,15
"709","GP","M",18,"U",15,14,14
"710","GP","M",18,"U",7,8,8
"711","GP","M",18,"U",12,13,13
"712","GP","M",18,"U",10,9,10
"713","GP","M",18,"U",15,14,15
"714","GP","M",18,"U",8,7,8
"715","GP","M",18,"U",7,7,0
"716","GP","M",18,"U",12,11,11
"717","GP","M",18,"U",6,7,8
"718","GP","M",18,"U",7,8,7
"719","GP","M",18,"U",6,8,8
"720","GP","M",18,"U",10,12,14
"721","GP","M",18,"U",10,9,10
"722","GP","M",18,"U",15,16,16
"723","GP","M",18,"U",12,11,11
"724","GP","M",18,"U",10,10,11
"725","GP","M",18,"U",8,8,8
"726","GP","M",18,"U",14,13,14
"727","GP","M",18,"U",10,10,9
"728","GP","M",18,"U",13,14,13
"729","GP","M",18,"U",9,12,11
"730","GP","M",18,"U",12,12,13
"731","GP","M",18,"U",10,10,0
"732","GP","M",18,"U",11,12,12
"733","GP","M",18,"U",9,9,9
"734","GP","M",18,"U",13,14,15
