"","id","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","Dalc","Walc","health","absences","G1","G2","G3"
"27",27,2,"0","0","1","0","1","1",4,2,3,5,6,7,9,8
"28",28,1,"1","1","0","1","1","0",4,1,1,3,2,7,7,7
"29",29,0,"0","1","1","0","1","0",3,1,2,2,0,10,8,9
"30",30,0,"0","1","1","1","1","0",4,1,1,5,2,9,11,11
"31",31,0,"0","0","0","1","1","0",4,1,1,5,0,16,16,15
"32",32,0,"0","0","1","0","1","0",5,4,4,1,6,10,13,13
"33",33,0,"1","0","0","1","1","1",5,1,1,1,0,7,10,11
"34",34,0,"1","1","1","1","1","1",5,1,1,5,8,8,8,6
"35",35,3,"1","0","1","0","1","0",4,2,3,3,10,7,8,10
"36",36,0,"0","1","1","0","1","0",4,1,1,5,10,7,6,6
"37",37,0,"0","1","1","0","1","0",4,1,1,5,2,11,13,13
"38",38,0,"1","0","0","1","1","1",4,2,4,2,0,10,10,10
"39",39,0,"0","1","1","1","1","0",5,1,1,5,6,10,10,11
"40",40,1,"1","1","0","1","1","0",4,1,1,2,0,7,10,10
"41",41,0,"0","1","0","1","1","0",2,2,3,4,6,10,11,11
"42",42,0,"0","0","1","1","1","1",5,1,1,2,8,8,9,10
"43",43,0,"1","1","1","0","1","0",3,1,1,4,0,12,13,14
"44",44,3,"0","1","1","0","1","0",2,2,2,4,5,7,7,7
"45",45,2,"0","1","0","1","1","1",4,1,1,5,0,4,0,0
"46",46,0,"0","0","0","0","1","0",3,1,4,5,16,12,11,11
"47",47,0,"0","1","1","0","1","0",4,1,4,5,6,9,9,10
"48",48,0,"1","1","0","1","1","1",5,5,5,5,6,10,8,11
"49",49,3,"0","0","0","1","1","1",4,1,1,3,0,8,7,0
"50",50,0,"0","1","1","0","1","1",4,1,1,5,2,8,9,10
"51",51,0,"0","0","0","0","1","1",4,1,1,5,20,13,12,12
"52",52,1,"1","0","0","1","1","0",3,1,1,5,6,10,13,13
"53",53,0,"0","1","1","0","1","0",5,1,1,4,0,6,7,0
"54",54,0,"0","0","1","0","1","1",5,1,1,5,0,8,7,8
"55",55,0,"0","0","1","0","1","1",5,1,3,3,0,11,11,11
"56",56,0,"0","0","1","1","1","0",3,1,4,5,2,13,13,11
"57",57,2,"0","1","1","0","1","0",1,1,3,5,14,6,9,8
"58",58,0,"1","1","1","1","1","0",4,1,3,4,6,8,10,10
"59",59,0,"0","0","0","0","1","0",4,1,1,2,10,11,12,13
"60",60,0,"1","0","0","0","1","0",2,1,1,3,2,16,16,17
"61",61,0,"1","1","1","0","1","0",4,1,2,5,4,7,7,6
"62",62,0,"0","1","1","0","1","0",1,1,2,1,14,12,13,12
"63",63,0,"0","1","1","0","1","0",4,1,2,5,4,6,10,10
"64",64,0,"0","1","1","0","1","1",4,1,3,4,0,7,7,8
"65",65,0,"1","1","0","1","1","0",5,1,1,4,4,8,10,10
"66",66,0,"1","1","1","1","1","0",4,2,4,5,54,11,12,11
"67",67,0,"0","1","0","0","1","0",2,1,2,3,12,5,5,5
"68",68,0,"0","0","1","0","1","1",4,1,1,3,0,14,15,16
"69",69,0,"0","1","0","0","1","0",4,1,1,5,2,15,16,16
"70",70,0,"0","1","1","1","1","0",5,1,1,1,0,11,10,10
"71",71,0,"0","1","0","1","1","0",4,1,5,2,2,16,16,16
"72",72,0,"1","1","1","0","1","0",5,1,1,3,0,7,9,8
"73",73,0,"1","1","1","1","1","0",3,2,4,4,2,10,9,9
"74",74,0,"0","0","1","1","1","1",1,1,1,1,10,11,12,13
"75",75,0,"0","1","1","0","1","1",4,1,1,3,0,14,14,14
"76",76,0,"0","1","0","0","1","0",4,1,2,2,4,14,14,14
"77",77,0,"0","0","0","1","1","0",5,1,2,1,6,11,14,14
"78",78,0,"0","1","1","1","1","0",3,1,2,2,6,13,14,14
"79",79,0,"0","1","0","1","1","0",5,1,1,5,0,13,13,14
"80",80,0,"0","1","0","0","1","0",2,1,4,3,12,11,12,11
"81",81,0,"0","0","0","0","1","0",3,3,3,1,2,14,14,13
"82",82,0,"1","0","0","1","1","0",4,1,1,1,4,8,10,9
"83",83,0,"0","1","0","0","1","0",4,1,2,2,4,8,7,6
"84",84,1,"1","0","0","1","1","0",4,2,2,5,14,10,10,9
"85",85,1,"0","1","0","1","1","1",3,1,2,3,25,7,10,11
"86",86,0,"0","1","1","0","1","0",4,2,3,4,2,12,13,13
"87",87,0,"0","1","1","1","1","1",4,1,2,5,2,13,13,13
"88",88,0,"1","1","0","0","1","0",3,2,3,2,4,7,6,6
"89",89,0,"0","1","1","1","1","0",4,1,1,4,4,10,11,9
"90",90,0,"0","1","0","1","1","0",5,1,2,1,2,16,15,15
"91",91,0,"0","1","1","1","1","1",5,1,1,4,4,14,15,16
"92",92,0,"0","1","1","0","1","0",4,1,2,3,0,9,9,10
"93",93,0,"0","1","1","0","1","0",4,2,3,2,4,9,10,10
"94",94,0,"0","0","0","1","1","0",2,1,1,3,2,13,11,11
"95",95,0,"0","1","0","1","1","0",4,1,2,5,2,6,6,6
"96",96,0,"0","1","0","0","1","0",5,1,2,3,18,7,6,6
"97",97,0,"0","1","0","0","1","1",4,1,1,5,7,12,14,14
"98",98,0,"0","1","1","1","1","0",4,2,5,5,0,11,11,10
"99",99,0,"0","1","1","1","1","1",4,1,1,4,6,7,7,7
"100",100,0,"0","1","1","1","1","0",3,2,2,3,3,11,11,11
"101",101,0,"0","1","1","0","1","0",3,1,1,3,6,18,18,18
"102",102,0,"0","1","1","0","1","0",5,1,2,3,12,8,10,10
"103",103,0,"0","0","0","1","1","1",3,1,2,3,10,12,10,12
"104",104,1,"0","1","0","0","1","1",3,1,2,4,0,9,8,0
"105",105,0,"0","1","0","0","1","1",3,1,3,3,6,8,7,9
"106",106,0,"0","1","1","0","1","1",5,1,2,5,23,13,13,13
"107",107,0,"1","1","0","0","1","0",4,1,1,1,6,6,5,6
"108",108,0,"0","1","0","0","1","0",5,1,1,3,4,5,5,6
"109",109,1,"0","1","0","1","1","1",4,1,1,5,0,6,5,0
"110",110,0,"0","0","0","1","1","0",5,1,1,3,0,8,8,9
"111",111,0,"0","1","1","0","1","0",4,1,3,1,4,9,9,10
"112",112,0,"0","1","1","0","1","0",4,1,1,3,6,13,12,12
"113",113,0,"0","1","1","1","1","0",4,1,1,4,4,9,10,10
"114",114,0,"0","1","0","0","1","0",5,1,2,5,4,10,9,11
"115",115,0,"0","1","0","0","1","1",4,1,1,3,12,11,9,9
"116",116,0,"0","1","1","0","1","0",3,1,4,3,3,7,7,8
"117",117,0,"0","1","1","0","1","1",4,1,1,1,2,10,10,10
"118",118,0,"0","1","0","1","1","0",5,2,3,5,0,16,17,17
"119",119,0,"0","1","0","0","1","0",3,2,3,5,1,12,14,15
"120",120,0,"0","1","1","1","1","0",5,1,2,5,0,17,17,18
"121",121,0,"0","0","0","1","1","0",5,1,3,3,10,16,15,15
"122",122,0,"0","1","1","0","1","1",4,2,3,2,0,7,8,0
"123",123,0,"0","0","0","1","1","0",3,1,1,4,4,10,9,9
"124",124,1,"0","1","1","0","1","1",4,3,4,5,28,10,9,9
"125",125,0,"0","0","0","0","1","0",4,1,3,5,16,16,15,15
"126",126,0,"0","1","1","0","1","0",4,1,1,3,0,15,12,14
"127",127,0,"0","1","1","1","1","1",4,1,3,4,0,13,15,15
"128",128,0,"0","1","1","0","1","0",4,1,2,3,0,15,15,15
"129",129,2,"0","0","1","0","1","1",3,2,4,1,22,6,6,4
"130",130,0,"1","1","0","0","1","1",4,1,1,4,0,11,11,12
"131",131,1,"0","1","0","0","1","0",4,2,3,2,24,18,18,18
"132",132,0,"0","1","1","1","1","0",5,1,3,4,7,10,9,9
"133",133,0,"0","1","1","1","1","0",5,1,3,4,7,10,9,9
"134",134,0,"0","1","1","0","1","1",4,1,2,4,4,14,14,14
"135",135,0,"0","0","0","0","1","0",3,2,3,2,0,16,15,15
"136",136,0,"0","1","0","0","1","1",3,1,3,5,12,10,13,12
"137",137,0,"1","1","1","0","1","1",4,2,3,5,6,12,12,12
"138",138,0,"0","0","1","1","1","1",3,1,1,2,0,10,9,0
"139",139,0,"0","0","0","1","1","1",4,1,1,5,0,14,15,15
"140",140,0,"0","0","1","0","1","0",4,1,3,1,2,14,15,15
"141",141,0,"0","1","0","1","1","1",5,2,3,1,56,9,9,8
"142",142,0,"0","1","1","1","1","0",4,1,1,4,6,14,12,13
"143",143,0,"0","0","0","1","1","1",3,1,2,3,14,13,13,14
"144",144,0,"0","0","0","0","0","1",4,1,1,5,75,10,9,9
"145",145,3,"0","1","0","1","1","0",5,1,5,4,6,9,8,10
"146",146,0,"0","1","0","0","0","1",4,1,2,3,0,6,0,0
"147",147,0,"0","0","0","1","1","0",4,1,1,4,0,10,9,0
"148",148,1,"0","0","0","1","1","1",5,1,1,4,16,9,8,7
"149",149,0,"0","0","1","1","1","0",4,2,2,4,8,12,10,11
"150",150,0,"0","1","1","1","1","0",5,1,1,3,1,12,12,12
"151",151,0,"1","0","0","0","1","0",4,1,1,3,6,5,6,6
"152",152,0,"1","0","0","1","1","0",5,1,1,4,4,8,9,10
"153",153,0,"1","0","0","1","1","0",5,1,1,4,4,8,9,10
"154",154,0,"0","1","1","0","1","1",4,1,1,3,0,7,0,0
"155",155,0,"0","1","1","1","1","0",5,1,2,1,0,8,8,0
"156",156,0,"0","1","1","0","1","0",4,1,2,2,5,18,18,19
"157",157,0,"0","1","1","1","1","1",4,1,1,3,0,9,10,0
"158",158,0,"0","1","0","0","1","0",4,1,2,3,4,11,10,10
"159",159,0,"0","1","1","1","1","1",4,1,3,2,4,15,14,14
"160",160,0,"0","0","0","0","1","1",5,2,3,1,7,13,13,14
"161",161,0,"0","0","0","1","1","0",5,1,1,4,0,7,0,0
"162",162,0,"0","1","1","1","1","1",4,1,1,5,9,9,10,9
"163",163,0,"0","1","1","0","1","0",4,1,1,3,0,14,13,14
"164",164,0,"0","1","1","0","1","1",3,1,3,2,21,17,18,18
"165",165,1,"1","1","0","1","1","1",2,1,1,4,15,9,8,8
"166",166,0,"0","1","1","0","1","0",4,3,3,5,2,11,11,11
"167",167,0,"0","1","0","0","1","1",4,1,1,4,14,12,10,11
"168",168,0,"0","1","1","0","1","0",4,1,1,3,2,11,11,11
"169",169,0,"0","0","0","1","1","1",4,1,1,2,0,8,8,0
"170",170,0,"0","1","0","0","1","0",5,1,1,1,7,16,15,17
"171",171,0,"0","1","1","0","1","1",4,1,2,2,10,10,8,8
"172",172,3,"0","1","0","0","0","0",3,1,1,5,2,7,8,9
"173",173,0,"0","1","1","1","1","0",4,1,2,3,10,8,8,8
"174",174,2,"0","1","1","1","1","0",4,3,3,5,15,9,9,9
"175",175,0,"0","1","1","1","1","0",2,2,3,2,0,10,9,0
"176",176,0,"0","0","0","1","1","1",5,1,1,5,8,9,9,9
"177",177,0,"1","0","1","1","1","0",4,1,1,1,2,11,8,8
"178",178,0,"0","1","0","0","1","1",5,1,1,5,0,9,0,0
"179",179,0,"0","1","0","1","1","1",4,1,1,5,0,17,16,16
"180",180,0,"0","1","1","1","1","1",1,3,5,1,6,10,13,13
"181",181,0,"0","1","0","0","1","1",4,1,1,3,0,14,16,16
"182",182,0,"0","1","1","1","1","0",5,1,1,1,0,16,18,18
"183",183,0,"0","1","0","1","1","1",1,5,5,3,4,13,13,12
"184",184,0,"0","1","1","0","1","0",4,1,2,5,2,12,12,11
"185",185,0,"1","1","0","0","1","0",5,1,1,1,0,8,8,11
"186",186,0,"0","1","1","1","1","0",5,1,2,5,6,16,14,15
"187",187,0,"1","0","1","0","1","0",5,1,2,5,4,11,10,11
"188",188,0,"1","1","1","1","1","1",3,1,3,3,2,10,12,12
"189",189,0,"0","1","1","1","1","0",5,1,1,5,0,14,15,15
"190",190,0,"0","0","0","0","1","0",3,1,2,4,6,14,13,13
"191",191,0,"1","0","0","0","1","0",5,3,2,5,0,13,13,12
"192",192,0,"0","0","0","1","1","0",3,1,1,1,8,11,11,10
"193",193,0,"0","0","1","0","1","0",2,2,4,1,4,15,16,15
"194",194,0,"0","0","0","0","1","0",3,1,1,3,0,10,10,10
"195",195,0,"0","1","1","0","1","0",4,2,2,5,2,15,15,14
"196",196,0,"0","1","1","0","1","0",5,1,2,3,2,10,10,11
"197",197,0,"0","1","1","1","1","0",4,2,3,5,6,9,9,10
"198",198,0,"0","0","0","0","1","0",4,1,1,1,0,13,14,15
"199",199,0,"1","1","0","0","1","0",2,1,1,3,0,7,9,0
"200",200,0,"0","1","1","0","1","0",5,1,1,5,0,12,15,15
"201",201,0,"0","1","1","0","1","0",5,3,4,5,0,9,11,12
"202",202,0,"0","1","0","1","1","0",4,1,1,2,2,11,13,14
"203",203,0,"0","1","0","1","1","0",5,1,1,5,4,10,13,14
"204",204,0,"0","1","0","1","1","0",4,1,1,5,0,17,16,17
"205",205,0,"0","1","0","1","1","0",4,1,1,5,2,19,18,18
"206",206,0,"0","1","0","1","1","0",3,1,1,5,4,14,15,15
"207",207,3,"0","0","0","0","1","0",4,2,5,5,0,8,9,10
"208",208,0,"0","1","1","0","1","0",4,1,1,1,0,16,18,19
"209",209,1,"0","0","0","0","1","0",5,3,4,5,6,11,11,10
"210",210,0,"0","0","0","1","1","0",5,1,1,4,6,18,19,19
"211",211,0,"1","1","0","1","1","0",4,1,1,5,2,9,10,9
"212",212,0,"0","1","0","1","1","0",4,1,1,4,6,11,13,14
"213",213,0,"0","0","1","1","1","0",5,1,3,4,4,15,15,15
"214",214,0,"0","0","0","1","1","0",5,1,1,2,0,8,10,12
"215",215,0,"0","0","0","0","1","0",3,1,1,3,10,18,19,19
"216",216,0,"0","1","0","1","1","0",5,1,1,4,2,15,16,18
"217",217,0,"0","1","1","1","1","0",4,1,3,5,2,14,14,14
"218",218,0,"0","1","0","0","1","1",5,2,4,5,8,12,12,12
"219",219,0,"0","1","0","1","1","1",2,1,1,5,7,15,16,15
"220",220,0,"0","0","0","1","1","0",3,1,3,3,0,8,9,8
"221",221,0,"0","0","0","0","1","0",4,1,2,3,2,17,15,15
"222",222,0,"0","1","0","1","1","0",4,3,4,5,8,8,9,10
"223",223,0,"0","1","0","1","1","1",4,3,4,3,10,10,8,9
"224",224,0,"1","1","0","1","1","0",3,1,1,4,2,11,15,15
"225",225,0,"0","0","1","1","1","0",3,2,5,4,8,18,18,18
"226",226,0,"0","1","1","1","1","0",3,3,5,3,8,9,9,10
"227",227,0,"0","0","1","0","1","0",4,2,4,5,0,13,15,15
"228",228,0,"0","1","1","1","1","1",4,1,1,3,2,13,15,16
"229",229,0,"0","1","1","1","1","1",3,1,2,3,2,11,12,11
"230",230,0,"0","0","0","0","1","0",4,1,1,4,6,18,18,18
"231",231,0,"0","0","0","0","0","0",4,2,4,4,4,10,10,10
"232",232,1,"0","0","1","1","1","0",4,1,1,3,12,11,10,10
"233",233,0,"0","0","0","0","1","0",5,1,1,3,0,13,14,14
"234",234,0,"0","0","0","1","1","0",5,2,2,5,2,12,12,14
"235",235,0,"0","1","1","0","1","0",4,1,1,5,0,13,15,15
"236",236,0,"0","0","0","1","1","1",5,1,3,2,10,11,9,10
"237",237,0,"0","1","1","0","1","0",5,1,1,5,0,12,14,15
"238",238,0,"1","1","0","0","1","0",5,1,3,2,6,7,10,10
"239",239,1,"0","1","1","0","1","1",4,4,4,5,4,10,12,12
"240",240,0,"0","0","0","1","1","0",5,1,1,5,0,13,14,13
"241",241,0,"0","1","0","1","1","0",5,1,1,5,2,16,18,18
"242",242,0,"0","0","1","1","1","1",4,1,2,3,2,12,13,12
"243",243,2,"0","1","0","1","1","0",3,2,4,2,0,6,5,0
"244",244,0,"0","0","0","1","1","0",4,1,1,2,4,19,19,20
"245",245,0,"0","1","1","1","1","0",3,2,3,3,10,9,8,8
"246",246,0,"0","1","0","1","1","0",3,1,4,5,18,14,11,13
"247",247,0,"0","1","1","1","1","0",4,2,4,1,2,14,13,13
"248",248,0,"0","0","0","1","1","0",5,1,2,5,0,13,12,12
"249",249,0,"0","0","0","1","1","0",5,1,2,5,0,13,12,12
"250",250,0,"1","1","1","1","1","0",4,5,5,4,14,7,7,5
"251",251,0,"0","1","0","1","1","1",4,1,1,4,0,16,17,17
"252",252,0,"0","1","0","1","1","0",5,1,2,5,2,15,15,16
"253",253,0,"0","1","0","0","0","1",3,2,1,5,0,7,6,0
"254",254,0,"0","1","1","1","1","1",4,5,5,5,16,10,12,11
"255",255,0,"1","1","0","1","1","0",5,1,1,5,4,11,11,11
"256",256,0,"0","1","0","0","1","0",4,3,5,5,18,8,6,7
"257",257,0,"0","1","1","0","1","0",3,1,1,5,18,9,7,6
"258",258,1,"0","0","0","0","1","1",4,1,3,5,0,14,12,12
"259",259,1,"0","0","0","1","1","1",4,3,5,5,6,12,13,14
"260",260,0,"0","0","1","1","1","1",4,1,2,5,0,15,15,15
"261",261,0,"0","0","0","0","1","0",4,1,1,3,0,12,12,11
"262",262,0,"0","1","0","1","1","0",5,2,4,5,0,13,13,12
"263",263,2,"0","1","0","1","1","0",2,2,2,2,8,9,9,9
"264",264,0,"0","0","0","1","1","0",4,1,3,5,2,15,15,16
"265",265,0,"0","0","1","1","1","0",3,1,3,5,4,8,10,10
"266",266,0,"0","1","1","1","1","0",5,1,2,5,10,15,15,15
"267",267,0,"0","0","0","1","1","0",5,1,1,3,0,6,0,0
"268",268,0,"0","1","1","1","1","1",3,2,2,1,2,15,14,14
"269",269,0,"0","0","0","0","1","0",3,1,5,3,4,8,9,10
"270",270,1,"0","1","0","1","1","0",5,1,4,5,20,9,7,8
"271",271,0,"0","0","0","0","1","0",4,2,4,5,0,8,12,12
"272",272,0,"0","1","1","1","1","0",4,1,1,1,4,11,11,11
"273",273,0,"0","1","0","0","1","0",4,5,5,4,8,11,10,10
"274",274,0,"0","0","0","0","1","0",5,2,4,5,0,10,0,0
"275",275,0,"0","1","1","0","1","0",3,2,3,4,2,10,11,12
"276",276,3,"0","0","0","1","0","1",5,1,5,5,0,5,8,7
"277",277,0,"0","0","0","0","1","0",2,3,3,5,8,16,12,13
"278",278,2,"0","0","0","1","0","1",3,2,2,5,0,7,6,0
"279",279,0,"0","0","1","0","1","0",4,1,2,4,2,12,10,11
"280",280,0,"0","0","1","1","1","0",4,4,5,5,12,7,8,8
"281",281,3,"0","1","0","0","1","0",5,1,2,5,0,5,0,0
"282",282,3,"0","1","0","0","1","0",5,1,2,5,0,5,0,0
"283",283,3,"1","1","0","1","0","0",4,1,1,3,2,8,8,10
"284",284,3,"1","1","0","1","0","0",4,1,1,3,2,8,8,10
"285",285,0,"0","0","0","0","1","0",5,1,1,2,4,12,12,13
"286",286,0,"0","0","1","1","1","1",5,3,4,5,2,9,9,10
"287",287,3,"0","1","0","1","1","0",5,2,4,5,16,6,5,5
"288",288,0,"0","1","1","0","1","0",4,1,3,5,4,14,12,11
"289",289,0,"0","0","0","1","1","0",4,1,4,4,4,6,5,6
"290",290,0,"0","0","0","1","1","0",4,3,5,5,3,14,15,16
"291",291,0,"0","1","0","1","1","1",4,2,3,4,12,12,12,11
"292",292,0,"0","1","0","1","1","1",5,1,1,2,4,10,10,11
"293",293,0,"0","0","0","0","1","0",5,1,2,5,4,17,15,16
"294",294,0,"1","1","0","1","1","1",4,1,3,2,14,11,9,9
"295",295,1,"0","0","0","0","1","0",4,3,4,3,19,11,9,10
"296",296,0,"0","0","1","1","1","1",4,2,4,5,30,8,8,8
"297",297,1,"0","1","0","1","1","0",4,1,2,5,2,7,9,8
"298",298,0,"0","0","1","1","1","1",4,5,5,4,4,14,13,13
"299",299,0,"0","1","1","0","1","0",5,1,3,3,2,12,11,12
"300",300,0,"0","0","0","1","1","1",2,1,4,5,14,12,12,12
"301",301,0,"0","0","1","1","1","0",4,4,4,4,4,10,9,9
"302",302,0,"0","0","1","0","1","0",4,2,2,5,0,11,11,10
"303",303,0,"0","1","1","0","1","1",5,4,5,3,13,12,12,13
"304",304,0,"0","1","1","1","1","0",4,1,3,5,0,13,11,10
"305",305,0,"0","0","0","1","1","0",5,1,1,3,1,13,12,12
"306",306,0,"0","0","0","0","1","1",5,1,2,4,9,16,15,16
"307",307,0,"0","1","1","1","1","0",4,3,4,1,13,17,17,17
"308",308,0,"0","1","1","1","1","0",5,1,1,4,8,14,13,14
"309",309,1,"0","1","0","0","1","1",4,1,3,5,8,3,5,5
"310",310,0,"0","0","0","1","1","0",5,1,2,4,8,15,14,14
"311",311,1,"0","0","0","0","0","0",3,2,5,5,4,6,9,8
"312",312,0,"0","0","1","1","1","0",4,1,3,2,6,15,14,14
"313",313,0,"0","1","1","0","1","0",3,5,5,4,0,12,13,13
"314",314,1,"0","0","0","0","0","0",5,3,5,2,0,7,7,0
"315",315,1,"0","1","1","1","1","0",4,2,4,5,15,6,7,8
"316",316,1,"0","0","0","0","0","0",4,2,4,5,0,6,8,8
"317",317,0,"0","1","1","1","1","1",5,1,3,5,10,10,9,10
"318",318,0,"0","1","1","1","1","1",4,1,4,5,11,12,11,11
"319",319,0,"0","1","1","0","1","0",4,1,1,3,2,8,8,8
"320",320,0,"0","1","1","0","1","1",5,2,3,5,0,10,10,9
"321",321,0,"0","0","0","1","1","0",4,2,2,3,3,9,12,11
"322",322,1,"0","1","0","1","1","0",4,2,2,2,0,10,10,0
"323",323,0,"0","0","1","1","1","0",3,1,4,3,22,9,9,9
"324",324,0,"0","1","1","1","1","0",5,1,1,2,9,15,13,15
"325",325,3,"0","0","0","0","0","1",2,2,5,4,0,6,5,0
"326",326,0,"1","1","1","1","1","1",4,4,5,3,14,10,8,9
"327",327,0,"0","1","0","1","1","0",4,2,4,5,2,9,8,8
"328",328,1,"0","1","1","0","1","0",3,2,4,4,13,6,6,8
"329",329,0,"0","0","0","1","1","1",4,1,3,5,11,16,15,15
"330",330,0,"0","0","1","1","1","0",4,1,2,1,8,10,11,10
"331",331,0,"0","1","1","0","1","1",1,2,2,1,5,16,15,16
"332",332,1,"0","0","0","1","1","1",4,1,2,5,0,15,12,12
"333",333,3,"0","1","0","0","0","1",4,1,1,4,0,5,0,0
"334",334,0,"0","1","0","0","1","0",4,1,1,1,12,11,11,11
"335",335,0,"0","0","0","1","1","0",5,1,1,5,0,17,18,18
"336",336,3,"0","0","0","0","0","1",5,5,5,1,16,6,8,8
"337",337,1,"0","1","1","0","1","1",5,1,2,1,0,7,6,0
"338",338,0,"0","0","0","1","1","0",3,1,3,1,14,6,5,5
"339",339,0,"0","0","0","0","1","0",3,1,2,3,0,12,11,12
"340",340,0,"0","1","1","1","1","0",4,2,3,1,17,10,10,10
"341",341,0,"0","1","1","1","1","0",4,1,2,5,4,12,13,13
"342",342,0,"0","0","0","1","1","1",3,1,1,3,8,13,11,11
"343",343,0,"0","0","0","0","1","1",1,1,2,5,2,12,12,11
"344",344,0,"0","1","1","1","1","1",2,1,1,1,0,16,15,15
"345",345,0,"0","0","0","0","1","0",4,1,2,4,2,8,8,10
"346",346,0,"0","0","1","0","1","0",5,1,3,4,2,10,9,10
"347",347,0,"0","1","1","0","1","1",3,4,2,5,10,14,12,11
"348",348,0,"0","1","1","1","1","1",4,2,2,5,7,6,5,6
"349",349,0,"0","0","0","0","1","0",5,1,1,1,0,19,18,19
"350",350,0,"0","0","1","1","1","0",5,3,4,2,4,8,9,10
"351",351,1,"0","0","0","1","1","0",1,1,1,5,0,6,5,0
"352",352,1,"0","0","0","1","1","0",1,1,1,5,0,6,5,0
"353",353,0,"0","1","1","0","1","1",5,1,2,4,0,11,10,10
"354",354,0,"0","0","1","0","1","1",4,1,2,1,0,15,15,15
"355",355,0,"0","1","0","0","1","1",5,1,1,5,0,10,9,9
"356",356,0,"0","1","0","0","1","1",4,1,3,3,0,11,11,10
"357",357,0,"0","0","0","0","1","0",5,1,1,4,0,18,16,16
"358",358,0,"0","1","1","0","1","0",4,1,1,1,0,7,9,8
"359",359,1,"0","0","0","1","1","0",5,1,2,5,0,7,5,0
"360",360,0,"0","1","1","1","1","1",4,1,3,2,4,13,11,11
"361",361,0,"0","0","0","1","1","0",4,1,1,3,2,11,11,10
"362",362,0,"0","1","1","0","1","0",4,2,3,3,2,13,13,13
"363",363,0,"0","0","0","0","1","0",2,3,4,2,3,14,16,16
"364",364,0,"0","1","1","0","1","0",3,2,4,3,4,10,10,10
"365",365,0,"0","0","0","1","1","1",4,1,3,5,5,7,6,7
"366",366,1,"0","1","0","0","1","0",2,5,5,5,10,11,13,13
"367",367,1,"0","0","1","0","1","0",5,4,3,3,14,6,5,5
"368",368,0,"0","1","1","1","0","1",4,2,3,3,3,14,12,12
"369",369,0,"0","0","0","0","1","0",4,3,4,5,0,11,12,10
"370",370,0,"0","0","1","1","1","0",3,1,4,2,4,15,14,14
"371",371,0,"0","0","0","0","1","1",3,1,2,3,4,10,10,10
"372",372,1,"0","0","0","0","0","1",4,2,3,3,7,8,7,8
"373",373,0,"0","0","1","0","1","1",4,2,2,5,0,13,13,13
"374",374,1,"0","1","0","0","1","0",4,3,3,5,4,8,8,8
"375",375,3,"0","0","0","0","1","0",5,3,3,2,8,8,7,8
"376",376,1,"0","0","0","0","1","0",4,1,3,5,0,6,5,0
