"","id","traveltime","studytime","freetime","goout"
"183",183,1,4,3,3
"184",184,1,1,2,2
"185",185,1,1,4,1
"186",186,1,4,5,4
"187",187,1,3,3,2
"188",188,1,1,2,2
"189",189,1,2,5,1
"190",190,1,1,4,3
"191",191,1,1,5,5
"192",192,2,4,4,3
"193",193,1,1,2,4
"194",194,1,4,3,3
"195",195,1,2,3,3
"196",196,2,2,4,3
"197",197,1,2,3,3
"198",198,1,2,4,1
"199",199,2,4,2,2
"200",200,1,1,4,2
"201",201,1,2,4,2
"202",202,2,2,4,3
"203",203,1,1,3,3
"204",204,2,2,3,1
"205",205,1,2,3,3
"206",206,1,2,2,2
"207",207,4,1,5,5
"208",208,1,2,2,2
"209",209,2,1,5,5
"210",210,1,1,5,3
"211",211,1,2,3,2
"212",212,1,4,3,4
"213",213,2,2,3,3
"214",214,1,2,3,2
"215",215,1,1,5,2
"216",216,1,3,4,3
"217",217,1,1,3,3
"218",218,1,1,4,3
"219",219,2,3,4,3
"220",220,2,1,3,2
"221",221,3,1,2,2
"222",222,1,1,3,2
"223",223,1,1,3,3
"224",224,2,1,3,3
"225",225,1,1,5,5
"226",226,3,1,3,4
"227",227,1,1,3,2
"228",228,2,2,3,2
"229",229,1,1,3,3
"230",230,3,1,3,3
"231",231,1,2,3,5
"232",232,2,2,4,2
"233",233,2,1,3,3
"234",234,1,1,3,2
"235",235,2,4,3,2
"236",236,2,3,3,3
"237",237,1,1,4,3
"238",238,3,2,3,3
"239",239,1,2,5,5
"240",240,2,1,4,2
"241",241,1,3,3,3
"242",242,1,2,2,3
"243",243,3,1,4,5
"244",244,1,4,2,2
"245",245,1,2,4,3
"246",246,1,1,4,4
"247",247,1,2,2,4
"248",248,1,1,3,2
"249",249,1,1,3,2
"250",250,1,1,5,5
"251",251,1,3,4,3
"252",252,1,2,4,4
"253",253,1,1,3,2
"254",254,1,2,4,5
"255",255,1,2,3,3
"256",256,1,2,1,3
"257",257,2,2,4,2
"258",258,1,2,4,4
"259",259,1,1,4,4
"260",260,1,2,2,3
"261",261,1,2,4,4
"262",262,2,2,4,4
"263",263,2,1,3,3
"264",264,1,2,5,1
"265",265,1,1,1,3
"266",266,1,2,4,2
"267",267,1,1,4,5
"268",268,1,2,5,2
"269",269,1,2,1,3
"270",270,3,2,2,4
"271",271,1,1,4,2
"272",272,2,2,5,2
"273",273,4,1,4,5
"274",274,3,2,4,5
"275",275,2,2,3,3
"276",276,4,2,3,5
"277",277,1,1,2,2
"278",278,2,1,3,2
"279",279,1,2,3,3
"280",280,2,2,4,4
"281",281,1,1,4,5
"282",282,1,1,4,5
"283",283,2,1,5,1
"284",284,2,1,5,1
"285",285,2,1,2,2
"286",286,1,2,4,4
"287",287,1,1,5,5
"288",288,1,1,4,3
"289",289,1,2,3,4
"290",290,1,1,3,5
"291",291,1,2,3,4
"292",292,1,2,2,3
"293",293,1,1,2,3
"294",294,1,2,5,5
"295",295,1,1,4,4
"296",296,2,1,5,4
"297",297,2,1,4,4
"298",298,1,2,4,2
"299",299,1,2,3,3
"300",300,2,2,5,5
"301",301,2,2,4,4
"302",302,2,1,1,1
"303",303,1,2,3,5
"304",304,1,2,4,4
"305",305,1,3,3,2
"306",306,1,3,3,2
"307",307,2,2,2,5
"308",308,2,3,4,2
"309",309,1,2,3,3
"310",310,1,2,2,4
"311",311,1,1,2,5
"312",312,1,3,2,4
"313",313,2,2,3,3
"314",314,1,2,5,4
"315",315,1,2,4,4
"316",316,2,1,4,5
"317",317,1,2,4,5
"318",318,1,2,3,2
"319",319,1,2,3,2
"320",320,1,3,4,5
"321",321,1,3,3,3
"322",322,1,2,3,3
"323",323,2,1,2,4
"324",324,1,2,4,3
"325",325,1,1,3,5
"326",326,4,2,3,2
"327",327,1,4,5,5
"328",328,1,2,2,4
"329",329,1,2,3,3
"330",330,2,1,2,3
"331",331,1,1,4,2
"332",332,1,2,5,3
"333",333,1,1,5,4
"334",334,1,2,3,1
"335",335,1,1,5,3
"336",336,1,1,4,5
"337",337,3,1,2,1
"338",338,1,1,5,5
"339",339,2,2,2,2
"340",340,1,2,5,4
"341",341,2,2,3,3
"342",342,1,3,4,3
"343",343,2,2,2,3
"344",344,1,2,3,4
"345",345,4,3,3,2
"346",346,2,3,3,3
"347",347,3,2,2,2
"348",348,3,1,4,3
"349",349,2,3,4,4
"350",350,1,2,4,3
"351",351,2,2,1,1
"352",352,2,2,1,1
"353",353,2,1,2,3
"354",354,1,2,1,3
"355",355,1,2,3,4
"356",356,2,2,3,2
"357",357,2,3,3,2
"358",358,1,2,3,4
"359",359,1,3,4,2
"360",360,2,2,5,5
"361",361,2,2,4,3
"362",362,2,2,5,4
"363",363,2,1,4,5
"364",364,2,2,3,4
"365",365,2,1,4,3
"366",366,2,1,5,5
"367",367,2,1,4,3
"368",368,3,1,3,3
"369",369,3,1,4,1
"370",370,1,2,2,4
"371",371,2,1,3,2
"372",372,1,1,3,3
"373",373,2,3,2,2
"374",374,3,1,4,4
"375",375,3,2,4,4
"376",376,2,1,3,2
