"","id","failures","absences","paid","schoolsup","higher"
"194",194,0,8,"0","0","1"
"195",195,0,0,"0","0","1"
"196",196,0,0,"0","0","1"
"197",197,0,4,"0","0","1"
"198",198,0,8,"1","0","1"
"199",199,1,24,"0","0","1"
"200",200,0,0,"1","0","1"
"201",201,0,2,"0","0","1"
"202",202,0,6,"1","1","1"
"203",203,0,4,"1","0","1"
"204",204,0,18,"0","0","1"
"205",205,0,6,"1","0","1"
"206",206,1,28,"1","0","1"
"207",207,3,5,"1","0","1"
"208",208,0,10,"1","0","1"
"209",209,0,6,"1","0","1"
"210",210,0,6,"1","0","1"
"211",211,0,10,"1","0","1"
"212",212,0,13,"1","0","1"
"213",213,0,0,"1","1","1"
"214",214,1,15,"1","0","1"
"215",215,0,12,"1","0","1"
"216",216,0,2,"1","0","1"
"217",217,2,22,"1","0","1"
"218",218,1,13,"1","0","1"
"219",219,0,3,"1","0","1"
"220",220,0,4,"1","0","1"
"221",221,0,2,"0","0","1"
"222",222,1,0,"0","0","1"
"223",223,0,2,"0","1","1"
"224",224,0,0,"1","0","1"
"225",225,0,0,"0","0","1"
"226",226,1,16,"0","0","1"
"227",227,0,10,"0","0","1"
"228",228,0,2,"1","0","1"
"229",229,0,14,"1","1","1"
"230",230,0,10,"0","0","1"
"231",231,0,14,"0","0","1"
"232",232,0,4,"1","0","1"
"233",233,0,14,"0","1","1"
"234",234,0,2,"1","0","1"
"235",235,0,18,"1","0","1"
"236",236,0,10,"0","0","1"
"237",237,0,4,"1","0","1"
"238",238,0,20,"0","0","1"
"239",239,0,2,"0","0","1"
"240",240,1,0,"0","0","0"
"241",241,0,14,"0","0","1"
"242",242,0,2,"1","0","1"
"243",243,0,0,"0","0","1"
"244",244,0,0,"0","0","1"
"245",245,0,0,"1","0","1"
"246",246,0,6,"0","0","1"
"247",247,0,4,"0","0","1"
"248",248,3,16,"0","0","0"
"249",249,1,8,"0","0","1"
"250",250,0,0,"1","0","1"
"251",251,1,0,"0","0","0"
"252",252,0,6,"0","1","1"
"253",253,1,4,"0","0","0"
"254",254,0,0,"0","0","1"
"255",255,0,0,"0","0","1"
"256",256,1,2,"0","0","1"
"257",257,0,6,"1","0","1"
"258",258,0,12,"0","0","1"
"259",259,0,8,"0","0","1"
"260",260,0,0,"1","0","1"
"261",261,0,21,"1","0","1"
"262",262,0,2,"1","0","1"
"263",263,0,1,"0","0","1"
"264",264,0,4,"0","0","1"
"265",265,0,0,"1","0","1"
"266",266,0,13,"1","0","1"
"267",267,0,2,"1","0","1"
"268",268,0,8,"1","0","1"
"269",269,0,10,"1","0","1"
"270",270,0,0,"0","0","0"
"271",271,2,15,"1","0","1"
"272",272,0,4,"1","0","1"
"273",273,0,2,"1","0","1"
"274",274,0,2,"1","0","1"
"275",275,0,2,"1","0","1"
"276",276,0,6,"1","1","1"
"277",277,0,75,"0","0","0"
"278",278,0,22,"1","0","1"
"279",279,1,15,"0","1","1"
"280",280,0,8,"1","0","1"
"281",281,0,30,"1","0","1"
"282",282,1,19,"0","0","1"
"283",283,0,1,"1","0","1"
"284",284,0,4,"0","1","1"
"285",285,0,4,"0","0","1"
"286",286,0,2,"1","0","1"
"287",287,0,5,"1","0","1"
"288",288,0,6,"1","0","1"
"289",289,0,6,"1","0","1"
"290",290,0,9,"1","0","1"
"291",291,0,11,"1","0","1"
"292",292,0,0,"1","0","1"
"293",293,1,12,"0","0","1"
"294",294,0,6,"1","0","1"
"295",295,0,8,"1","0","1"
"296",296,0,4,"1","0","1"
"297",297,0,0,"1","0","1"
"298",298,0,10,"1","0","1"
"299",299,0,0,"1","0","1"
"300",300,0,5,"1","0","1"
"301",301,0,14,"0","0","1"
"302",302,0,0,"1","0","1"
"303",303,0,0,"1","0","1"
"304",304,0,0,"1","0","1"
"305",305,1,20,"0","0","1"
"306",306,1,8,"1","0","1"
"307",307,0,0,"0","0","1"
"308",308,1,38,"1","0","1"
"309",309,1,0,"0","0","1"
"310",310,1,18,"0","1","1"
"311",311,1,0,"0","0","1"
"312",312,0,20,"0","0","0"
"313",313,1,3,"0","0","1"
"314",314,1,22,"1","0","1"
"315",315,2,14,"0","0","1"
"316",316,1,40,"0","0","1"
"317",317,0,0,"1","0","1"
"318",318,0,9,"1","0","1"
"319",319,0,0,"1","0","1"
"320",320,0,2,"1","0","1"
"321",321,0,23,"1","0","1"
"322",322,0,12,"0","0","1"
"323",323,0,3,"1","0","1"
"324",324,0,1,"0","0","1"
"325",325,0,0,"0","0","1"
"326",326,0,3,"0","0","1"
"327",327,0,3,"0","0","1"
"328",328,0,8,"0","0","1"
"329",329,0,7,"1","0","1"
"330",330,0,4,"1","0","1"
"331",331,0,2,"0","0","1"
"332",332,0,7,"0","0","1"
"333",333,0,0,"0","0","1"
"334",334,0,0,"0","0","1"
"335",335,0,0,"0","0","1"
"336",336,0,16,"0","0","1"
"337",337,1,12,"1","0","1"
"338",338,0,0,"1","0","1"
"339",339,0,7,"0","0","1"
"340",340,0,4,"1","0","1"
"341",341,1,4,"1","0","1"
"342",342,1,0,"0","0","1"
"343",343,0,11,"0","0","1"
"344",344,1,0,"0","0","1"
"345",345,0,4,"0","0","1"
"346",346,0,7,"0","0","1"
"347",347,0,9,"0","0","1"
"348",348,0,0,"1","0","1"
"349",349,0,0,"1","0","1"
"350",350,1,10,"0","0","1"
"351",351,3,8,"0","0","1"
"352",352,0,2,"1","0","1"
"353",353,1,7,"0","0","0"
"354",354,1,4,"0","0","1"
"355",355,0,4,"1","0","1"
"356",356,0,0,"0","0","1"
"357",357,0,4,"1","0","1"
"358",358,0,2,"0","0","1"
"359",359,0,4,"0","0","1"
"360",360,0,0,"0","0","1"
"361",361,0,0,"0","0","1"
"362",362,1,2,"0","0","0"
"363",363,0,0,"0","0","1"
"364",364,0,0,"1","0","1"
"365",365,0,0,"0","0","1"
"366",366,0,4,"1","0","1"
"367",367,0,0,"1","0","1"
"368",368,1,0,"1","0","1"
"369",369,0,0,"1","0","1"
"370",370,0,10,"1","0","1"
"371",371,2,4,"0","0","1"
"372",372,0,3,"1","0","0"
"373",373,0,8,"0","0","1"
"374",374,0,14,"0","0","1"
"375",375,0,0,"0","0","1"
"376",376,0,2,"0","0","1"
"377",377,2,4,"1","0","1"
"378",378,0,4,"1","0","1"
"379",379,0,0,"1","0","1"
"380",380,0,17,"1","0","1"
"381",381,0,4,"1","0","1"
"382",382,0,5,"0","0","1"
"383",383,0,2,"0","0","1"
"384",384,1,0,"0","0","1"
"385",385,1,14,"1","0","1"
"386",386,0,2,"1","0","1"
"387",387,0,7,"1","0","1"
"388",388,1,0,"0","0","1"
"389",389,0,0,"1","0","1"
"390",390,1,0,"0","0","1"
"391",391,2,11,"1","0","1"
"392",392,0,3,"0","0","1"
"393",393,3,3,"0","0","1"
"394",394,0,0,"0","0","1"
"395",395,0,5,"0","0","1"
"396",396,0,4,"0","1","1"
"397",397,0,2,"0","0","1"
"398",398,0,6,"0","1","1"
"399",399,0,0,"0","0","1"
"400",400,0,0,"0","0","1"
"401",401,0,6,"0","0","1"
"402",402,0,0,"0","0","1"
"403",403,0,2,"0","1","1"
"404",404,0,0,"0","0","1"
"405",405,0,0,"0","0","1"
"406",406,0,2,"0","0","1"
"407",407,0,0,"0","0","1"
"408",408,0,0,"0","0","1"
"409",409,0,0,"0","0","1"
"410",410,0,0,"0","0","1"
"411",411,0,6,"0","0","1"
"412",412,0,10,"0","0","1"
"413",413,0,2,"0","1","1"
"414",414,3,2,"1","0","1"
"415",415,0,6,"0","0","1"
"416",416,0,0,"0","0","1"
"417",417,0,0,"1","0","1"
"418",418,0,0,"0","0","1"
"419",419,0,2,"0","0","1"
"420",420,0,2,"0","1","1"
"421",421,0,6,"0","0","1"
"422",422,0,8,"0","0","1"
"423",423,0,0,"0","0","1"
"424",424,0,2,"1","1","1"
"425",425,0,4,"1","0","1"
"426",426,0,0,"1","0","1"
"427",427,0,2,"0","0","1"
"428",428,0,0,"0","0","1"
"429",429,0,0,"0","0","1"
"430",430,0,4,"0","0","1"
"431",431,0,4,"0","0","1"
"432",432,0,0,"0","0","1"
"433",433,0,4,"0","0","1"
"434",434,0,2,"0","1","1"
"435",435,0,8,"0","1","1"
"436",436,0,16,"0","0","1"
"437",437,0,8,"0","0","1"
"438",438,0,0,"0","0","1"
"439",439,0,0,"0","1","1"
"440",440,1,14,"0","1","1"
"441",441,0,4,"1","1","1"
"442",442,0,6,"0","0","1"
"443",443,0,2,"0","0","1"
"444",444,0,4,"0","0","1"
"445",445,0,2,"0","1","1"
"446",446,0,0,"0","0","1"
"447",447,0,0,"0","0","1"
"448",448,0,4,"0","0","1"
"449",449,0,0,"0","1","1"
"450",450,0,0,"0","0","1"
"451",451,0,2,"0","0","1"
"452",452,0,0,"0","0","1"
"453",453,0,8,"0","0","1"
"454",454,0,0,"0","1","1"
"455",455,0,2,"1","0","1"
"456",456,0,0,"0","0","1"
"457",457,0,0,"0","1","1"
"458",458,0,0,"0","1","1"
"459",459,0,0,"0","1","1"
"460",460,0,0,"0","1","1"
"461",461,0,2,"0","0","1"
"462",462,0,0,"0","0","1"
"463",463,0,0,"0","1","1"
"464",464,0,0,"0","1","1"
"465",465,0,6,"0","0","1"
"466",466,0,2,"0","0","1"
"467",467,0,0,"0","0","1"
"468",468,0,2,"0","1","1"
"469",469,0,0,"0","0","1"
"470",470,0,4,"0","1","1"
"471",471,0,0,"0","0","1"
"472",472,0,0,"0","0","1"
"473",473,0,1,"0","0","1"
"474",474,3,0,"0","1","0"
"475",475,0,14,"0","0","1"
"476",476,0,0,"0","1","1"
"477",477,0,2,"0","1","1"
"478",478,0,4,"0","0","1"
"479",479,0,2,"1","0","1"
"480",480,0,2,"0","0","1"
"481",481,0,4,"0","0","1"
"482",482,0,6,"0","0","1"
"483",483,0,4,"0","0","1"
"484",484,0,6,"0","0","1"
"485",485,0,6,"0","0","1"
"486",486,0,2,"0","0","1"
"487",487,0,6,"0","0","1"
"488",488,0,0,"0","1","1"
"489",489,0,2,"0","0","1"
"490",490,0,2,"0","0","1"
"491",491,0,4,"1","1","1"
"492",492,0,6,"1","1","1"
"493",493,0,0,"0","0","1"
"494",494,0,4,"0","0","1"
"495",495,0,2,"0","1","1"
"496",496,0,12,"0","1","1"
"497",497,0,0,"0","0","1"
"498",498,0,2,"1","0","1"
"499",499,0,16,"0","1","1"
"500",500,0,0,"0","0","1"
"501",501,0,10,"0","1","1"
"502",502,0,4,"0","1","1"
"503",503,0,4,"0","0","1"
"504",504,0,8,"0","0","1"
"505",505,0,2,"0","0","1"
"506",506,0,4,"0","0","1"
"507",507,0,4,"0","1","1"
"508",508,1,12,"0","1","1"
"509",509,0,10,"0","0","1"
"510",510,0,4,"0","0","1"
"511",511,0,6,"0","0","1"
"512",512,0,4,"0","0","1"
"513",513,0,6,"0","0","1"
"514",514,1,14,"0","0","1"
"515",515,0,2,"0","0","1"
"516",516,0,0,"0","0","1"
"517",517,0,6,"0","0","1"
"518",518,0,2,"0","0","1"
"519",519,0,4,"0","0","1"
"520",520,0,0,"0","0","1"
"521",521,0,2,"0","1","1"
"522",522,0,0,"0","1","1"
"523",523,2,0,"0","0","0"
"524",524,0,8,"0","0","1"
"525",525,0,4,"0","0","1"
"526",526,0,0,"0","0","1"
"527",527,3,10,"0","0","0"
"528",528,0,8,"0","0","1"
"529",529,0,6,"0","0","1"
"530",530,0,2,"0","0","1"
"531",531,0,12,"0","0","1"
"532",532,0,4,"0","0","1"
"533",533,1,12,"0","0","1"
"534",534,0,2,"0","0","1"
"535",535,0,4,"0","0","1"
"536",536,0,2,"0","0","1"
"537",537,0,0,"0","0","1"
"538",538,0,2,"0","0","1"
"539",539,0,10,"0","0","1"
"540",540,0,8,"0","0","1"
"541",541,0,4,"0","0","1"
"542",542,2,0,"0","0","1"
"543",543,0,6,"0","0","1"
"544",544,1,2,"0","0","1"
"545",545,0,6,"0","1","1"
"546",546,0,24,"0","0","1"
"547",547,0,0,"0","0","1"
"548",548,0,4,"0","0","1"
"549",549,0,2,"0","0","1"
"550",550,0,4,"0","0","1"
"551",551,0,22,"0","0","1"
"552",552,0,0,"0","0","1"
"553",553,0,0,"0","0","0"
"554",554,1,2,"0","0","1"
"555",555,0,6,"0","0","1"
"556",556,0,6,"0","0","1"
"557",557,0,16,"0","0","0"
"558",558,0,0,"0","0","1"
"559",559,2,0,"0","0","0"
"560",560,1,6,"0","0","1"
"561",561,0,2,"1","0","1"
"562",562,0,6,"0","0","0"
"563",563,0,0,"0","1","1"
"564",564,0,0,"1","1","1"
"565",565,3,14,"0","0","1"
"566",566,3,6,"0","0","1"
"567",567,0,4,"0","0","1"
"568",568,1,0,"0","0","1"
"569",569,2,0,"0","0","1"
"570",570,1,8,"1","0","0"
"571",571,2,4,"0","1","1"
"572",572,0,2,"0","0","1"
"573",573,1,2,"0","0","0"
"574",574,0,0,"0","0","0"
"575",575,3,10,"0","0","0"
"576",576,0,0,"0","0","0"
"577",577,0,0,"0","0","1"
"578",578,0,0,"0","0","1"
"579",579,0,0,"0","0","1"
"580",580,1,4,"0","0","1"
"581",581,0,0,"0","0","1"
"582",582,0,0,"0","0","1"
"583",583,0,0,"0","0","1"
"584",584,0,0,"0","0","1"
"585",585,0,0,"0","0","1"
"586",586,0,0,"0","0","1"
"587",587,0,4,"0","0","1"
"588",588,0,8,"0","0","1"
"589",589,0,4,"1","0","1"
"590",590,0,4,"1","0","1"
"591",591,0,0,"0","0","1"
"592",592,0,0,"0","0","1"
"593",593,0,32,"0","0","1"
"594",594,0,8,"0","0","1"
"595",595,0,6,"0","0","1"
"596",596,0,0,"0","0","1"
"597",597,0,0,"0","0","1"
"598",598,0,10,"0","0","1"
"599",599,0,6,"0","0","1"
"600",600,0,6,"0","0","1"
"601",601,0,0,"0","0","1"
"602",602,0,16,"0","0","1"
"603",603,0,0,"0","0","1"
"604",604,0,0,"0","0","1"
"605",605,0,8,"0","0","1"
"606",606,0,4,"0","0","1"
"607",607,0,16,"0","0","1"
"608",608,1,30,"0","0","1"
"609",609,0,0,"0","0","1"
"610",610,0,2,"0","0","1"
"611",611,0,4,"0","1","1"
"612",612,0,0,"0","0","1"
"613",613,0,21,"0","0","1"
"614",614,0,6,"0","0","1"
"615",615,1,14,"1","0","1"
"616",616,0,2,"0","0","1"
"617",617,0,4,"0","0","1"
"618",618,0,2,"0","0","1"
"619",619,0,0,"0","0","1"
"620",620,0,4,"0","0","1"
"621",621,0,15,"0","0","1"
"622",622,0,0,"0","1","1"
"623",623,0,10,"0","0","1"
"624",624,0,6,"0","0","1"
"625",625,0,2,"0","0","1"
"626",626,0,16,"0","0","1"
"627",627,0,10,"0","0","1"
"628",628,0,4,"0","0","1"
"629",629,0,0,"0","0","1"
"630",630,0,0,"0","0","1"
"631",631,0,12,"0","0","1"
"632",632,0,0,"0","1","1"
"633",633,3,9,"1","0","1"
"634",634,0,4,"0","0","1"
"635",635,0,4,"0","0","1"
"636",636,0,2,"0","0","1"
"637",637,0,0,"0","0","1"
"638",638,0,2,"0","1","1"
"639",639,0,0,"0","0","1"
"640",640,0,0,"0","0","1"
"641",641,0,0,"0","0","1"
"642",642,0,0,"0","1","1"
"643",643,0,0,"0","0","1"
"644",644,0,2,"0","0","1"
"645",645,0,0,"0","0","1"
"646",646,0,0,"0","0","1"
"647",647,0,4,"0","0","1"
"648",648,0,0,"0","0","1"
"649",649,1,18,"0","0","1"
"650",650,1,16,"0","0","1"
"651",651,1,14,"0","0","0"
"652",652,1,26,"0","0","0"
"653",653,0,6,"0","0","1"
"654",654,0,4,"0","0","1"
"655",655,0,10,"0","0","1"
"656",656,0,4,"0","0","0"
"657",657,0,2,"0","0","1"
"658",658,1,14,"0","0","1"
"659",659,0,16,"0","0","0"
"660",660,1,8,"0","0","0"
"661",661,0,4,"0","0","1"
"662",662,0,4,"0","0","1"
"663",663,0,8,"0","0","1"
"664",664,0,0,"0","0","1"
"665",665,0,7,"0","0","1"
"666",666,0,4,"1","0","1"
"667",667,0,2,"1","0","1"
"668",668,0,2,"0","0","1"
"669",669,0,10,"0","0","1"
"670",670,0,10,"0","1","1"
"671",671,0,10,"0","0","1"
"672",672,0,7,"0","0","1"
"673",673,0,4,"0","0","1"
"674",674,0,2,"0","0","1"
"675",675,3,12,"0","0","0"
"676",676,0,8,"0","0","1"
"677",677,0,0,"0","0","1"
"678",678,0,8,"0","0","0"
"679",679,1,4,"0","1","1"
"680",680,2,4,"0","0","0"
"681",681,0,2,"0","0","1"
"682",682,0,0,"0","0","1"
"683",683,1,0,"0","0","1"
"684",684,0,2,"0","0","1"
"685",685,0,2,"0","0","1"
"686",686,0,0,"0","0","1"
"687",687,1,4,"0","0","0"
"688",688,0,2,"0","0","1"
"689",689,0,4,"0","0","1"
"690",690,0,4,"0","1","1"
"691",691,0,4,"0","0","1"
"692",692,0,2,"0","0","1"
"693",693,0,0,"0","0","0"
"694",694,0,2,"0","0","1"
"695",695,0,8,"1","0","0"
"696",696,0,2,"0","0","1"
"697",697,0,2,"0","0","1"
"698",698,0,2,"0","0","1"
"699",699,0,2,"0","0","1"
"700",700,0,0,"0","0","1"
"701",701,0,8,"0","0","0"
"702",702,0,6,"0","0","1"
"703",703,0,0,"0","0","1"
"704",704,0,8,"0","0","1"
"705",705,0,4,"0","0","1"
"706",706,0,12,"0","0","0"
"707",707,0,16,"0","0","1"
"708",708,0,10,"0","0","1"
"709",709,0,2,"0","0","1"
"710",710,0,2,"0","0","1"
"711",711,0,8,"0","0","1"
"712",712,0,6,"0","0","1"
"713",713,0,6,"0","1","1"
"714",714,0,15,"0","0","0"
"715",715,0,6,"0","0","1"
"716",716,1,2,"0","1","1"
"717",717,0,8,"0","0","1"
"718",718,1,0,"0","1","0"
"719",719,0,0,"0","0","1"
"720",720,0,10,"0","0","0"
"721",721,0,22,"0","0","1"
"722",722,0,18,"0","0","1"
"723",723,0,2,"0","0","1"
"724",724,0,0,"0","1","1"
"725",725,0,12,"0","0","1"
"726",726,0,10,"0","0","1"
"727",727,0,0,"0","0","1"
"728",728,0,0,"0","0","1"
"729",729,0,0,"0","0","1"
"730",730,0,0,"0","0","1"
"731",731,0,0,"0","0","1"
"732",732,0,2,"0","0","1"
"733",733,0,0,"0","0","1"
"734",734,0,0,"0","0","1"
"735",735,0,0,"0","0","1"
"736",736,0,0,"0","0","1"
"737",737,0,2,"0","0","1"
"738",738,0,0,"0","0","1"
"739",739,0,0,"0","0","1"
"740",740,0,0,"0","0","1"
"741",741,0,0,"1","0","1"
"742",742,0,0,"0","0","1"
"743",743,0,0,"0","0","1"
"744",744,0,0,"0","0","1"
"745",745,0,0,"0","0","1"
"746",746,1,0,"0","0","1"
"747",747,2,0,"0","0","1"
"748",748,0,0,"0","0","1"
"749",749,0,2,"0","1","1"
"750",750,0,2,"0","0","1"
"751",751,0,2,"0","0","1"
"752",752,0,2,"0","0","1"
"753",753,0,2,"0","0","1"
"754",754,0,8,"0","0","1"
"755",755,0,2,"0","0","1"
"756",756,0,8,"0","0","1"
"757",757,0,9,"0","0","1"
"758",758,0,0,"0","0","1"
"759",759,0,4,"0","0","1"
"760",760,0,2,"0","0","1"
"761",761,0,14,"0","0","1"
"762",762,0,0,"0","1","1"
"763",763,0,2,"0","0","1"
"764",764,0,2,"0","0","1"
"765",765,0,12,"0","0","0"
"766",766,2,2,"0","0","1"
"767",767,0,2,"0","0","1"
"768",768,0,4,"0","0","1"
"769",769,0,0,"0","0","1"
"770",770,0,0,"0","0","1"
"771",771,0,0,"0","0","1"
"772",772,0,0,"0","0","1"
"773",773,0,0,"0","0","1"
"774",774,0,0,"0","0","1"
"775",775,0,2,"0","0","1"
"776",776,0,0,"0","0","1"
"777",777,0,4,"0","0","1"
"778",778,0,2,"1","0","1"
"779",779,0,0,"1","0","1"
"780",780,0,0,"0","0","1"
"781",781,0,2,"0","0","1"
"782",782,0,0,"0","0","1"
"783",783,0,6,"0","0","1"
"784",784,0,8,"0","0","1"
"785",785,0,0,"0","0","1"
"786",786,0,6,"0","0","1"
"787",787,0,8,"0","0","1"
"788",788,0,0,"0","0","1"
"789",789,0,4,"0","0","1"
"790",790,0,0,"0","0","1"
"791",791,0,0,"0","0","1"
"792",792,0,6,"0","0","1"
"793",793,0,18,"0","0","1"
"794",794,0,0,"0","0","1"
"795",795,0,4,"0","0","1"
"796",796,0,4,"0","0","1"
"797",797,0,0,"0","0","1"
"798",798,0,0,"0","0","1"
"799",799,0,10,"0","0","1"
"800",800,0,4,"0","0","1"
"801",801,1,16,"0","0","0"
"802",802,1,6,"1","0","1"
"803",803,2,0,"1","0","1"
"804",804,0,11,"0","0","0"
"805",805,0,9,"0","0","1"
"806",806,0,0,"0","0","1"
"807",807,0,2,"0","0","1"
"808",808,0,0,"0","0","1"
"809",809,2,21,"0","0","0"
"810",810,0,8,"0","0","1"
"811",811,1,5,"0","0","1"
"812",812,0,10,"0","0","1"
"813",813,0,5,"0","0","1"
"814",814,0,13,"0","0","1"
"815",815,0,10,"0","0","1"
"816",816,0,10,"0","0","1"
"817",817,1,5,"0","1","1"
"818",818,0,4,"0","0","1"
"819",819,0,11,"0","0","0"
"820",820,0,0,"0","0","1"
