"","id","failures","schoolsup","famsup","paid","activities","higher","romantic","famrel","Dalc","Walc","health","absences","G1","G2","G3"
"75",75,0,"0","1","0","0","1","1",4,1,1,3,0,16,16,17
"76",76,0,"0","1","0","0","1","0",4,1,2,2,6,17,17,17
"77",77,0,"0","0","0","1","1","0",5,1,2,1,4,12,13,13
"78",78,0,"0","1","0","1","1","0",3,1,2,2,10,13,13,14
"79",79,0,"0","1","0","1","1","0",5,1,1,5,4,15,16,16
"80",80,0,"0","1","0","0","1","0",2,1,4,3,6,13,12,13
"81",81,0,"0","0","0","0","1","0",3,3,3,1,4,10,11,11
"82",82,0,"1","0","0","1","1","0",4,1,1,1,0,13,13,10
"83",83,0,"0","1","0","0","1","0",4,1,2,2,6,13,11,11
"84",84,1,"1","0","0","1","1","0",4,2,2,5,14,10,11,11
"85",85,0,"0","1","0","1","1","1",3,1,2,3,16,11,11,10
"86",86,0,"0","1","0","0","1","0",4,2,3,4,0,14,13,13
"87",87,0,"0","1","0","1","1","1",4,1,2,5,2,14,12,13
"88",88,0,"1","1","0","0","1","0",3,2,3,2,0,12,13,12
"89",89,0,"0","1","0","1","1","0",4,1,1,4,0,14,14,15
"90",90,0,"0","1","0","1","1","0",5,1,2,1,2,16,15,16
"91",91,0,"0","1","0","1","1","1",5,1,1,4,2,15,15,14
"92",92,0,"0","1","0","0","1","0",4,1,2,3,0,11,10,11
"93",93,0,"0","1","0","0","1","0",4,2,3,2,0,14,14,16
"94",94,0,"0","0","0","1","1","0",2,1,1,3,2,13,13,13
"95",95,0,"0","1","0","1","1","0",4,1,2,5,0,11,10,11
"96",96,0,"0","1","0","0","1","0",5,1,2,3,21,13,13,13
"97",97,0,"0","1","0","0","1","1",4,1,1,5,0,15,15,15
"98",98,0,"0","1","0","1","1","0",4,2,5,5,2,15,15,17
"99",99,0,"0","1","0","1","1","1",4,1,1,4,0,11,12,12
"100",100,0,"0","1","0","1","1","0",3,2,2,3,0,11,11,10
"101",101,0,"0","1","0","0","1","0",3,1,1,3,0,18,19,19
"102",102,0,"0","1","0","0","1","0",5,1,2,3,6,12,11,11
"103",103,0,"0","0","0","1","1","1",3,1,2,3,0,15,15,16
"104",104,0,"0","1","0","0","1","1",3,1,2,4,18,10,12,14
"105",105,0,"0","1","0","0","1","1",3,1,3,3,10,12,13,14
"106",106,0,"0","1","0","0","1","1",5,1,2,5,14,15,14,17
"107",107,0,"1","1","0","0","1","0",4,1,1,1,2,10,13,13
"108",108,0,"0","1","0","0","1","0",5,1,1,3,2,9,11,11
"109",109,0,"0","1","0","1","1","1",4,1,1,5,12,12,12,12
"110",110,0,"0","0","0","1","1","0",5,1,1,3,0,12,11,12
"111",111,0,"0","1","0","0","1","0",4,1,3,1,0,14,15,15
"112",112,0,"0","1","0","0","1","0",4,1,1,3,0,13,13,14
"113",113,0,"0","1","0","1","1","0",4,1,1,4,0,12,12,13
"114",114,0,"0","1","0","0","1","0",5,1,2,5,12,12,12,14
"115",115,0,"0","1","0","0","1","1",4,1,1,3,4,14,13,13
"116",116,0,"0","1","0","0","1","0",3,1,4,3,4,12,13,13
"117",117,0,"0","1","0","0","1","1",4,1,1,1,6,15,16,16
"118",118,0,"0","1","0","1","1","0",5,2,3,5,0,17,18,17
"119",119,0,"0","1","0","0","1","0",3,2,3,5,0,17,18,17
"120",120,0,"0","1","0","1","1","0",5,1,2,5,0,18,18,18
"121",121,0,"0","0","0","1","1","0",5,1,3,3,2,17,18,17
"122",122,0,"0","1","0","0","1","1",4,2,3,2,0,12,13,15
"123",123,0,"0","0","0","1","1","0",3,1,1,4,2,15,12,13
"124",124,1,"0","1","1","0","1","1",4,3,4,5,14,8,9,8
"125",125,0,"0","0","0","0","1","0",4,1,3,5,8,11,13,14
"126",126,0,"0","1","0","0","1","0",4,1,1,3,0,16,16,16
"127",127,0,"0","1","0","1","1","1",4,1,3,4,0,11,12,13
"128",128,0,"0","1","0","0","1","0",4,1,2,3,0,17,18,18
"129",129,0,"0","0","0","0","1","1",3,2,4,1,16,11,9,10
"130",130,0,"1","1","0","0","1","1",4,1,1,4,0,13,13,13
"131",131,1,"0","1","0","0","1","0",4,2,3,2,30,14,15,16
"132",132,0,"0","1","1","0","1","1",5,1,4,5,2,11,11,12
"133",133,0,"0","1","0","1","1","0",5,1,3,4,0,13,12,13
"134",134,0,"0","1","0","0","1","1",4,1,2,4,4,15,14,15
"135",135,0,"0","0","0","0","1","0",3,2,3,2,0,14,14,15
"136",136,0,"0","1","0","0","1","1",3,1,3,5,2,13,12,12
"137",137,0,"1","1","0","0","1","1",4,2,3,5,6,12,12,12
"138",138,0,"0","0","0","1","1","1",3,1,1,2,2,10,11,12
"139",139,0,"0","0","0","1","1","1",4,1,1,5,8,14,15,16
"140",140,0,"0","0","0","0","1","0",4,1,3,1,2,14,16,15
"141",141,0,"0","1","0","1","1","1",5,2,3,1,32,14,13,14
"142",142,0,"0","1","0","1","1","0",4,1,1,4,2,14,15,17
"143",143,0,"0","0","0","1","1","1",3,1,2,3,0,14,12,12
"144",144,0,"0","0","0","0","0","1",4,1,1,5,15,12,9,10
"145",145,3,"0","1","0","1","1","0",5,1,5,4,6,11,10,11
"146",146,0,"0","1","0","0","0","1",4,1,2,3,12,8,9,10
"147",147,0,"0","0","0","1","1","0",4,1,1,4,6,14,13,14
"148",148,0,"0","0","0","1","1","1",5,1,1,4,4,8,8,8
"149",149,0,"0","0","0","1","1","0",4,2,2,4,8,10,11,12
"150",150,0,"0","1","0","1","1","0",5,1,1,3,2,17,17,18
"151",151,0,"1","0","0","0","1","0",4,1,1,3,4,0,11,11
"152",152,0,"1","0","0","1","1","0",5,1,1,4,0,12,13,13
"153",153,0,"0","0","0","1","1","0",4,1,2,2,0,14,14,14
"154",154,0,"0","1","0","0","1","1",4,1,1,3,10,12,10,11
"155",155,0,"0","1","0","1","1","0",5,1,2,1,2,12,12,15
"156",156,0,"0","1","0","0","1","0",4,1,2,2,0,18,18,18
"157",157,0,"0","1","0","1","1","1",4,1,1,3,0,11,12,13
"158",158,0,"0","1","0","0","1","0",4,1,2,3,0,11,12,14
"159",159,0,"0","1","0","1","1","1",4,1,3,2,10,16,16,16
"160",160,0,"0","0","0","0","1","1",5,2,3,1,4,14,16,17
"161",161,0,"0","0","0","1","1","0",5,1,1,4,8,10,11,12
"162",162,0,"0","1","0","1","1","1",4,1,1,5,2,14,15,17
"163",163,0,"0","1","0","0","1","0",4,1,1,3,0,16,17,17
"164",164,0,"0","1","0","0","1","1",3,1,3,2,2,15,15,15
"165",165,1,"1","1","0","1","1","1",2,1,1,4,2,14,12,13
"166",166,0,"0","1","0","0","1","0",4,3,3,5,0,12,11,13
"167",167,0,"0","1","1","0","1","1",4,1,1,4,0,14,15,15
"168",168,0,"0","1","0","0","1","0",4,1,1,3,2,13,13,13
"169",169,0,"0","0","0","1","1","1",4,1,1,2,0,10,9,12
"170",170,0,"0","1","0","0","1","0",5,1,1,1,4,14,14,15
"171",171,0,"0","1","0","0","1","1",4,1,2,2,0,13,14,14
"172",172,2,"0","1","0","0","0","0",3,1,1,5,0,9,10,11
"173",173,0,"0","1","0","1","1","0",4,1,2,3,4,12,12,12
"174",174,0,"0","1","0","1","1","0",4,3,3,5,16,11,12,12
"175",175,0,"0","1","0","1","1","0",2,2,3,2,2,14,13,13
"176",176,0,"0","0","0","1","1","1",5,1,1,5,4,10,9,10
"177",177,0,"1","0","1","1","1","0",4,1,1,1,0,7,8,8
"178",178,0,"0","1","0","0","1","1",5,1,1,5,2,12,11,11
"179",179,0,"0","1","0","1","1","1",4,1,1,5,0,13,14,15
"180",180,0,"0","1","0","1","1","1",1,3,5,1,8,12,10,11
"181",181,0,"0","1","0","0","1","1",4,1,1,3,0,14,14,15
"182",182,0,"0","1","0","1","1","0",5,1,1,1,0,16,16,16
"183",183,0,"0","1","0","1","1","1",1,5,5,3,0,11,12,12
"184",184,0,"0","1","0","0","1","0",4,1,2,5,8,11,12,12
"185",185,0,"1","1","0","0","1","0",5,1,1,1,0,9,10,10
"186",186,0,"0","1","0","1","1","0",5,1,2,5,6,14,13,13
"187",187,0,"1","0","0","0","1","0",5,1,2,5,2,10,9,9
"188",188,0,"1","1","0","1","1","1",3,1,3,3,0,11,11,12
"189",189,0,"0","1","0","1","1","0",5,1,1,5,0,12,12,13
"190",190,0,"0","0","0","0","1","0",3,1,2,4,2,14,13,14
"191",191,0,"1","0","0","0","1","0",5,3,2,5,2,9,9,9
"192",192,0,"0","0","0","1","1","0",3,1,1,1,0,12,11,11
"193",193,0,"0","0","0","0","1","0",2,2,4,1,0,11,11,11
"194",194,0,"0","0","0","0","1","0",3,1,1,3,0,11,9,10
"195",195,0,"0","1","0","0","1","0",4,2,2,5,4,11,12,13
"196",196,0,"0","1","0","0","1","0",5,1,2,3,0,12,12,13
"197",197,0,"0","1","0","1","1","0",4,2,3,5,0,11,11,11
"198",198,0,"0","0","0","0","1","0",4,1,1,1,0,12,13,14
"199",199,0,"1","1","0","0","1","0",2,1,1,3,6,9,11,11
"200",200,0,"0","1","1","0","1","0",5,1,1,5,0,11,12,12
"201",201,0,"0","1","1","0","1","0",5,3,4,5,0,10,11,11
"202",202,0,"0","1","0","1","1","0",4,1,1,2,4,16,15,16
"203",203,0,"0","1","1","1","1","0",5,1,1,5,2,12,13,12
"204",204,0,"0","1","0","1","1","0",4,1,1,5,2,15,15,15
"205",205,0,"0","1","0","1","1","0",4,1,1,5,0,14,15,15
"206",206,0,"0","1","0","1","1","0",3,1,1,5,8,15,15,16
"207",207,0,"0","0","0","0","1","0",4,2,5,5,0,12,11,11
"208",208,0,"0","1","0","0","1","0",4,1,1,1,0,15,16,17
"209",209,0,"0","0","0","0","1","0",5,3,4,5,4,10,9,9
"210",210,0,"0","0","0","1","1","0",5,1,1,4,4,13,14,14
"211",211,0,"1","1","0","1","1","0",4,1,1,5,0,14,13,14
"212",212,0,"0","1","0","1","1","0",4,1,1,4,2,11,12,12
"213",213,0,"0","0","1","1","1","0",5,1,3,4,2,13,12,13
"214",214,0,"0","0","0","1","1","0",5,1,1,2,0,13,12,12
"215",215,0,"0","0","0","0","1","0",3,1,1,3,10,18,17,18
"216",216,0,"0","1","0","1","1","0",5,1,1,4,0,14,14,14
"217",217,0,"0","1","0","1","1","0",4,1,3,5,0,12,13,12
"218",218,0,"0","1","0","0","1","1",5,2,4,5,8,10,11,11
"219",219,0,"0","1","0","1","1","1",2,1,1,5,4,13,13,13
"220",220,0,"0","0","0","1","1","0",3,1,3,3,2,14,13,12
"221",221,0,"0","0","0","0","1","0",4,1,2,3,4,12,10,11
"222",222,0,"0","1","0","1","1","0",4,3,4,5,0,11,10,10
"223",223,0,"0","1","0","1","1","1",4,3,4,3,8,10,9,11
"224",224,0,"1","1","1","1","1","0",3,1,1,4,6,9,11,11
"225",225,0,"0","0","0","1","1","0",3,2,5,4,8,14,14,15
"226",226,0,"0","1","0","1","1","0",3,3,5,3,16,10,11,12
"227",227,0,"0","0","0","0","1","0",4,2,4,5,0,11,12,11
"228",228,0,"0","1","0","1","1","1",4,1,1,3,0,16,17,18
"229",229,0,"0","1","0","1","1","1",3,1,2,3,0,10,9,11
"230",230,0,"0","0","0","0","1","0",4,1,1,4,7,15,16,16
"231",231,0,"0","0","0","0","0","0",4,2,4,4,0,9,10,11
"232",232,0,"0","0","0","1","1","0",4,1,1,3,6,12,10,11
"233",233,0,"0","0","0","0","1","0",5,1,1,3,0,13,12,12
"234",234,0,"0","0","0","1","1","0",5,2,2,5,0,13,13,14
"235",235,0,"0","1","0","0","1","0",4,1,1,5,2,13,11,11
"236",236,0,"0","0","0","1","1","1",5,1,3,2,0,12,12,12
"237",237,0,"0","1","0","0","1","0",5,1,1,5,4,12,12,12
"238",238,1,"1","1","0","0","1","0",5,1,3,2,4,9,11,10
"239",239,1,"0","1","0","0","1","1",4,4,4,5,0,10,10,1
"240",240,0,"0","0","0","1","1","0",5,1,1,5,6,14,14,15
"241",241,0,"0","1","0","1","1","0",5,1,1,5,4,13,14,14
"242",242,0,"0","0","0","1","1","1",4,1,2,3,0,11,12,13
"243",243,1,"0","1","0","1","1","0",3,2,4,2,4,9,9,10
"244",244,0,"0","0","0","1","1","0",4,1,1,2,2,17,17,17
"245",245,0,"0","1","1","1","1","0",3,2,3,3,4,11,10,11
"246",246,0,"0","1","0","1","1","0",3,1,4,5,4,12,13,13
"247",247,0,"0","1","0","1","1","0",4,2,4,1,0,13,13,14
"248",248,0,"0","0","1","1","1","0",5,1,2,5,4,14,15,15
"249",249,0,"0","1","0","1","1","0",5,1,3,5,0,15,13,13
"250",250,0,"1","1","0","1","1","0",4,5,5,4,12,9,9,8
"251",251,0,"0","1","0","1","1","1",4,1,1,4,0,16,16,16
"252",252,0,"0","1","0","1","1","0",5,1,2,5,6,16,14,14
"253",253,0,"0","1","0","0","0","1",3,2,1,5,16,9,9,8
"254",254,0,"0","1","1","1","1","1",4,5,5,5,4,12,11,12
"255",255,0,"1","1","1","1","1","0",5,1,1,5,2,12,12,13
"256",256,0,"0","1","0","0","1","0",4,3,5,5,6,9,9,10
"257",257,0,"0","1","0","0","1","0",3,1,1,5,2,9,9,9
"258",258,2,"0","0","0","0","1","1",4,1,3,5,0,10,10,10
"259",259,1,"0","0","0","1","1","1",4,3,5,5,6,9,10,10
"260",260,0,"0","0","0","1","1","1",4,1,2,5,0,13,14,16
"261",261,0,"0","0","0","0","1","0",4,1,1,3,0,13,12,13
"262",262,0,"0","1","0","1","1","0",5,2,4,5,2,10,10,10
"263",263,0,"0","1","0","1","1","0",2,2,2,2,4,12,11,11
"264",264,0,"0","0","0","1","1","0",4,1,3,5,0,12,13,14
"265",265,0,"0","0","0","1","1","0",3,1,3,5,6,12,12,12
"266",266,0,"0","1","0","1","1","0",5,1,2,5,6,12,12,13
"267",267,0,"0","0","0","1","1","0",5,1,1,3,7,14,14,15
"268",268,0,"0","1","0","1","1","1",3,2,2,1,2,16,17,18
"269",269,0,"0","0","0","0","1","0",3,1,5,3,6,9,9,10
"270",270,1,"0","1","0","1","1","0",5,1,4,5,14,12,11,11
"271",271,0,"0","0","0","0","1","0",4,2,4,5,0,12,12,13
"272",272,0,"0","1","0","1","1","0",4,1,1,1,0,12,13,13
"273",273,0,"0","1","0","0","1","0",4,5,5,4,2,11,10,10
"274",274,0,"0","0","0","0","1","0",5,2,4,5,2,10,9,10
"275",275,0,"0","1","0","0","1","0",3,2,3,4,0,12,12,12
"276",276,0,"0","0","0","1","0","1",5,1,5,5,0,8,8,8
"277",277,3,"0","0","0","0","1","0",2,3,3,5,14,9,8,10
"278",278,1,"0","0","1","1","0","1",3,2,2,5,8,8,8,9
"279",279,0,"0","0","0","0","1","0",4,1,2,4,0,12,12,12
"280",280,0,"0","0","0","1","1","0",4,4,5,5,16,10,11,12
"281",281,3,"1","1","0","1","0","0",4,1,1,3,0,9,9,10
"282",282,0,"0","1","0","0","1","0",5,1,2,5,22,9,7,6
"283",283,3,"1","1","0","1","0","0",4,1,1,3,0,9,9,10
"284",284,0,"0","1","0","0","1","0",5,1,2,5,22,9,7,6
"285",285,0,"0","0","0","0","1","0",5,1,1,2,2,9,12,13
"286",286,0,"0","0","0","1","1","1",5,3,4,5,0,11,11,14
"287",287,3,"0","1","1","1","1","0",5,2,4,5,2,8,8,7
"288",288,0,"0","1","0","0","1","0",4,1,3,5,0,14,15,15
"289",289,0,"0","0","0","1","1","0",4,1,4,4,4,11,9,10
"290",290,0,"0","0","0","1","1","0",4,3,5,5,0,17,18,17
"291",291,0,"0","1","0","1","1","1",4,2,3,4,6,11,13,14
"292",292,0,"0","1","1","1","1","1",5,1,1,2,4,11,11,13
"293",293,0,"0","0","0","0","1","0",5,1,2,5,4,13,13,14
"294",294,0,"1","1","0","1","1","1",4,1,3,2,0,13,13,13
"295",295,0,"0","0","0","0","1","0",4,3,4,3,18,13,13,13
"296",296,0,"0","0","0","1","1","1",4,2,4,5,22,11,11,10
"297",297,1,"0","1","0","1","1","0",4,1,2,5,0,9,10,10
"298",298,0,"0","0","0","1","1","1",4,5,5,4,0,16,16,16
"299",299,0,"0","1","0","0","1","0",5,1,3,3,0,10,11,11
"300",300,0,"0","0","0","1","1","1",2,1,4,5,8,15,15,15
"301",301,0,"0","0","0","1","1","0",4,4,4,4,0,10,11,11
"302",302,0,"0","0","0","0","1","0",4,2,2,5,0,12,13,13
"303",303,0,"0","1","0","0","1","1",5,4,5,3,15,13,12,12
"304",304,0,"0","1","0","1","1","0",4,1,3,5,0,11,9,10
"305",305,0,"0","0","0","1","1","0",5,1,1,3,2,10,11,12
"306",306,0,"0","0","0","0","1","1",5,1,2,4,4,15,14,17
"307",307,0,"0","1","0","1","1","0",4,3,4,1,6,15,16,16
"308",308,0,"0","1","0","1","1","0",5,1,1,4,0,14,15,15
"309",309,0,"0","1","0","0","1","1",4,1,3,5,8,10,9,10
"310",310,0,"0","0","0","1","1","0",5,1,2,4,2,16,16,16
"311",311,2,"0","0","0","0","0","0",3,2,5,5,4,7,8,6
"312",312,0,"0","0","0","1","1","0",4,1,3,2,0,14,15,15
"313",313,3,"0","1","1","0","1","0",3,5,5,4,9,10,9,10
"314",314,0,"0","0","0","0","0","0",5,3,5,2,16,8,7,8
"315",315,0,"0","1","0","1","1","0",4,2,4,5,10,12,11,11
"316",316,0,"0","0","0","0","0","0",4,2,4,5,8,7,8,7
"317",317,0,"0","1","0","1","1","1",5,1,3,5,4,10,12,14
"318",318,0,"0","1","0","1","1","1",4,1,4,5,2,15,16,16
"319",319,0,"0","1","0","0","1","0",4,1,1,3,2,10,10,11
"320",320,0,"0","1","0","0","1","1",5,2,3,5,0,14,13,14
"321",321,0,"0","0","0","1","1","0",4,2,2,3,0,13,14,13
"322",322,0,"0","1","0","1","1","0",4,2,2,2,0,12,12,13
"323",323,0,"0","0","0","1","1","0",3,1,4,3,6,11,12,12
"324",324,0,"0","1","0","1","1","0",5,1,1,2,0,17,17,17
"325",325,2,"0","0","0","0","0","1",2,2,5,4,0,11,9,0
"326",326,0,"1","1","0","1","1","1",4,4,5,3,2,9,10,11
"327",327,0,"0","1","1","1","1","0",4,2,4,5,0,11,11,12
"328",328,0,"0","1","0","0","1","0",3,2,4,4,10,10,10,10
"329",329,0,"0","0","0","1","1","1",4,1,3,5,6,16,16,17
"330",330,0,"0","0","0","1","1","0",4,1,2,1,0,10,10,10
"331",331,0,"0","1","0","0","1","1",1,2,2,1,0,18,18,17
"332",332,0,"0","0","0","1","1","1",4,1,2,5,0,10,10,11
"333",333,0,"0","1","0","0","0","1",4,1,1,4,6,11,9,11
"334",334,0,"0","1","0","0","1","0",4,1,1,1,4,11,13,14
"335",335,2,"0","0","0","1","1","0",5,1,1,5,0,14,15,15
"336",336,3,"0","0","0","0","0","1",5,5,5,1,12,7,8,5
"337",337,1,"0","1","0","0","1","1",5,1,2,1,0,8,8,9
"338",338,0,"0","0","0","1","1","0",3,1,3,1,4,7,8,9
"339",339,0,"0","0","0","0","1","0",3,1,2,3,0,13,13,13
"340",340,0,"0","1","0","1","1","0",4,2,3,1,10,8,9,9
"341",341,0,"0","1","1","1","1","0",4,1,2,5,2,12,12,12
"342",342,0,"0","0","0","1","1","1",3,1,1,3,8,10,11,12
"343",343,0,"0","0","0","0","1","1",1,1,2,5,0,15,14,15
"344",344,0,"0","1","0","1","1","1",2,1,1,1,4,15,14,15
"345",345,0,"0","0","0","0","1","0",4,1,2,4,4,10,11,12
"346",346,0,"0","0","0","0","1","0",5,1,3,4,0,14,17,15
"347",347,0,"0","1","0","0","1","1",3,4,2,5,0,7,5,0
"348",348,0,"0","1","0","1","1","1",4,2,2,5,4,7,9,10
"349",349,0,"0","0","0","0","1","0",5,1,1,1,0,15,17,17
"350",350,0,"0","0","0","1","1","0",5,3,4,2,1,13,14,14
"351",351,2,"0","0","0","1","1","1",3,2,2,5,3,7,8,7
"352",352,0,"0","0","0","1","1","0",1,1,1,5,6,11,12,9
"353",353,0,"0","1","0","0","1","1",5,1,2,4,0,10,10,10
"354",354,0,"0","0","0","0","1","1",4,1,2,1,1,16,16,16
"355",355,0,"0","1","0","0","1","1",5,1,1,5,0,10,10,10
"356",356,0,"0","1","0","0","1","1",4,1,3,3,6,13,12,13
"357",357,0,"0","0","0","0","1","0",5,1,1,4,0,19,17,18
"358",358,0,"0","1","0","0","1","0",4,1,1,1,4,15,15,16
"359",359,1,"0","0","0","1","1","0",5,1,2,5,4,10,11,10
"360",360,1,"0","1","1","1","1","1",4,1,3,2,4,10,11,11
"361",361,0,"0","0","0","1","1","0",4,1,1,3,4,14,15,16
"362",362,1,"0","1","0","0","1","0",4,2,3,3,4,8,9,10
"363",363,0,"0","0","0","0","1","0",2,3,4,2,6,10,10,10
"364",364,0,"0","1","1","0","1","0",3,2,4,3,0,8,10,9
"365",365,0,"0","0","0","1","1","1",4,1,3,5,0,7,7,0
"366",366,0,"0","1","0","0","1","0",2,5,5,5,8,9,10,11
"367",367,1,"0","0","1","0","1","0",5,4,3,3,0,7,7,0
"368",368,0,"0","1","0","1","0","1",4,2,3,3,3,9,10,10
"369",369,0,"0","0","0","0","1","0",4,3,4,5,4,10,11,11
"370",370,0,"0","0","0","1","1","0",3,1,4,2,4,17,18,19
"371",371,0,"0","0","0","0","1","1",3,1,2,3,2,14,13,14
"372",372,0,"0","0","0","0","0","1",4,2,3,3,0,9,10,9
"373",373,0,"0","0","0","0","1","1",4,2,2,5,0,15,16,16
"374",374,1,"0","1","0","0","1","0",4,3,3,5,4,8,9,10
"375",375,1,"0","0","0","0","1","0",5,3,3,2,8,10,9,11
"376",376,1,"0","0","0","0","1","0",4,1,3,5,0,5,8,0
